interaction_id,user_id,reel_id,timestamp,session_id,watch_seconds,watch_percentage,liked,saved,shared,replayed,skipped,followed_creator
INT031169,U000252,RL000525,2025-07-28T15:17:41,SESS004175,6.2,17.8,0,0,0,0,1,0
INT031170,U000252,RL003732,2025-07-28T15:18:19,SESS004175,21.8,47.3,0,0,0,0,0,0
INT031171,U000252,RL002121,2025-07-28T15:18:55,SESS004175,21.9,43.0,0,0,0,0,0,0
INT031172,U000252,CAND000409,2025-07-28T15:19:29,SESS004175,30.8,48.9,0,0,0,0,0,0
INT031173,U000252,RL000951,2025-07-28T15:19:45,SESS004175,8.0,25.1,0,0,0,0,0,0
INT031174,U000252,RL004356,2025-03-19T16:24:56,SESS004176,3.7,33.6,0,0,0,0,0,0
INT031175,U000252,RL001004,2025-03-19T16:25:25,SESS004176,13.5,20.5,0,0,0,0,1,0
INT031176,U000252,CAND000028,2025-03-19T16:26:16,SESS004176,34.4,59.3,0,0,0,0,0,0
INT031177,U000252,CAND000217,2025-03-19T16:26:48,SESS004176,14.0,26.5,0,0,0,0,0,0
INT031178,U000252,RL004161,2025-03-19T16:27:33,SESS004176,32.0,36.0,0,0,0,0,0,0
INT031179,U000252,RL000028,2025-03-19T16:28:26,SESS004176,48.2,61.8,0,0,0,0,0,0
INT031180,U000252,RL000052,2025-06-15T10:06:27,SESS004177,36.4,55.2,0,0,0,0,0,0
INT031181,U000252,RL004389,2025-06-15T10:06:46,SESS004177,2.8,21.7,0,0,0,0,1,0
INT031182,U000252,RL003588,2025-06-15T10:07:44,SESS004177,55.2,64.2,0,0,0,0,0,0
INT031183,U000252,RL000446,2025-08-22T02:39:50,SESS004178,24.5,40.2,0,0,0,0,0,0
INT031184,U000252,RL002280,2025-08-22T02:40:38,SESS004178,37.7,45.4,0,0,0,0,0,0
INT031185,U000252,RL004623,2025-08-22T02:41:01,SESS004178,13.1,35.3,0,0,0,0,0,0
INT031186,U000252,RL003154,2025-08-22T02:41:18,SESS004178,15.3,41.3,0,0,0,0,0,0
INT031187,U000252,RL000140,2025-08-22T02:41:40,SESS004178,17.3,34.7,0,0,0,0,0,0
INT031188,U000253,RL004516,2025-07-15T10:02:59,SESS004179,14.1,52.2,0,0,0,0,0,0
INT031189,U000253,RL001421,2025-07-15T10:03:09,SESS004179,3.5,29.5,0,0,0,0,0,0
INT031190,U000253,RL004121,2025-07-15T10:03:33,SESS004179,12.0,13.8,0,0,0,0,1,0
INT031191,U000253,RL003041,2025-07-15T10:03:51,SESS004179,10.0,15.7,0,0,0,0,1,0
INT031192,U000253,CAND000134,2025-07-15T10:04:19,SESS004179,22.4,47.7,0,0,0,0,0,0
INT031193,U000253,RL002702,2025-07-15T11:39:06,SESS004180,16.9,48.4,0,0,0,0,0,0
INT031194,U000253,RL003369,2025-07-15T11:39:35,SESS004180,16.8,64.5,0,0,0,0,0,0
INT031195,U000253,CAND000409,2025-07-15T11:40:14,SESS004180,33.5,53.2,0,0,0,0,0,0
INT031196,U000253,RL003780,2025-07-15T11:40:36,SESS004180,17.5,39.8,0,0,0,0,0,0
INT031197,U000253,RL002718,2025-07-15T11:41:17,SESS004180,39.6,48.8,0,0,0,0,0,0
INT031198,U000253,RL003086,2025-07-15T11:42:16,SESS004180,41.8,58.9,0,0,0,0,0,0
INT031199,U000253,RL001043,2025-05-18T08:36:03,SESS004181,4.8,11.6,0,0,0,0,1,0
INT031200,U000253,CAND000751,2025-05-18T08:36:50,SESS004181,30.9,53.4,0,0,0,0,0,0
INT031201,U000253,RL004035,2025-05-18T08:37:35,SESS004181,32.2,36.1,0,0,0,0,0,0
INT031202,U000253,RL003818,2025-05-18T08:37:49,SESS004181,9.5,35.1,0,0,0,0,0,0
INT031203,U000253,RL000141,2025-05-18T08:38:14,SESS004181,11.6,50.6,0,0,0,0,0,0
INT031204,U000253,RL002053,2025-05-18T08:38:21,SESS004181,4.5,37.6,0,0,0,0,0,0
INT031205,U000253,RL002989,2025-05-18T08:38:35,SESS004181,11.0,22.4,0,0,0,0,1,0
INT031206,U000254,RL002679,2025-05-11T15:50:14,SESS004182,19.1,59.7,0,0,0,0,0,0
INT031207,U000254,RL001418,2025-05-11T15:50:37,SESS004182,3.6,15.8,0,0,0,0,1,0
INT031208,U000254,RL003827,2025-05-11T15:51:06,SESS004182,19.3,36.4,0,0,0,0,0,0
INT031209,U000254,RL000985,2025-05-11T15:52:01,SESS004182,35.8,58.6,0,0,0,0,0,0
INT031210,U000254,RL000369,2025-05-11T15:52:59,SESS004182,51.4,60.5,0,0,0,0,0,0
INT031211,U000254,RL002839,2025-05-11T15:53:56,SESS004182,43.7,49.7,0,0,0,0,0,0
INT031212,U000254,RL000009,2025-05-11T15:54:23,SESS004182,10.7,34.6,0,0,0,0,0,0
INT031213,U000254,CAND000318,2025-05-11T15:54:48,SESS004182,8.5,40.6,0,0,0,0,0,0
INT031214,U000254,RL000418,2025-05-11T15:55:40,SESS004182,37.5,51.4,0,0,0,0,0,0
INT031215,U000254,RL001177,2025-05-11T15:56:11,SESS004182,24.8,33.5,0,0,0,0,0,0
INT031216,U000254,RL003542,2025-05-11T15:56:42,SESS004182,17.4,33.4,0,0,0,0,0,0
INT031217,U000254,CAND000520,2025-05-11T15:57:12,SESS004182,10.1,37.3,0,0,0,0,0,0
INT031218,U000254,RL001390,2025-06-10T09:11:23,SESS004183,27.2,41.9,0,0,0,0,0,0
INT031219,U000254,RL003462,2025-06-10T09:12:19,SESS004183,44.7,50.2,0,0,0,0,0,0
INT031220,U000254,RL004767,2025-06-10T09:12:42,SESS004183,10.4,38.6,0,0,0,0,0,0
INT031221,U000254,RL004879,2025-06-10T09:13:39,SESS004183,41.0,47.7,0,0,0,0,0,0
INT031222,U000254,RL003904,2025-06-10T09:14:25,SESS004183,26.2,32.3,0,0,0,0,0,0
INT031223,U000254,RL003305,2025-06-10T09:15:07,SESS004183,33.7,49.6,0,0,0,0,0,0
INT031224,U000254,RL003220,2025-06-10T09:15:33,SESS004183,14.2,35.6,0,0,0,0,0,0
INT031225,U000254,RL004283,2025-06-10T09:16:17,SESS004183,26.8,34.4,0,0,0,0,0,0
INT031226,U000254,RL002045,2025-06-10T09:16:54,SESS004183,24.2,44.8,0,0,0,0,0,0
INT031227,U000254,RL002445,2025-06-10T09:17:50,SESS004183,50.3,63.7,0,0,0,0,0,0
INT031228,U000254,CAND000750,2025-06-10T09:18:25,SESS004183,32.7,46.8,0,0,0,0,0,0
INT031229,U000254,RL004761,2025-05-18T17:08:09,SESS004184,19.8,59.9,0,0,0,0,0,0
INT031230,U000254,RL001436,2025-05-18T17:08:16,SESS004184,4.3,32.7,0,0,0,0,0,0
INT031231,U000254,RL002550,2025-05-18T17:08:37,SESS004184,4.5,23.6,0,0,0,0,1,0
INT031232,U000254,RL004594,2025-05-18T17:08:50,SESS004184,3.7,16.9,0,0,0,0,1,0
INT031233,U000254,CAND000119,2025-05-18T17:09:40,SESS004184,39.1,56.7,0,0,0,0,0,0
INT031234,U000254,RL000149,2025-05-18T17:10:26,SESS004184,43.7,49.6,0,0,0,0,0,0
INT031235,U000254,RL001566,2025-05-18T17:10:43,SESS004184,15.1,20.9,0,0,0,0,1,0
INT031236,U000254,RL002319,2025-05-18T17:11:04,SESS004184,18.6,40.3,0,0,0,0,0,0
INT031237,U000254,RL001481,2025-06-12T06:54:08,SESS004185,34.4,71.8,1,0,0,0,0,0
INT031238,U000254,RL004546,2025-06-12T06:55:11,SESS004185,54.0,65.1,0,0,0,0,0,0
INT031239,U000254,RL003104,2025-06-12T06:55:36,SESS004185,20.0,43.5,0,0,0,0,0,0
INT031240,U000254,RL002609,2025-06-12T06:55:59,SESS004185,3.1,38.4,0,0,0,0,0,0
INT031241,U000254,RL002301,2025-06-12T06:56:12,SESS004185,11.9,29.9,0,0,0,0,0,0
INT031242,U000254,RL004023,2025-06-12T06:56:51,SESS004185,28.6,54.9,0,0,0,0,0,0
INT031243,U000254,CAND000029,2025-06-12T06:57:16,SESS004185,14.5,45.2,0,0,0,0,0,0
INT031244,U000254,RL000097,2025-06-12T06:57:42,SESS004185,6.3,63.5,0,0,0,0,0,0
INT031245,U000254,RL004676,2025-06-12T06:58:18,SESS004185,25.5,53.1,0,0,0,0,0,0
INT031246,U000254,RL002923,2025-06-12T06:58:50,SESS004185,29.8,78.5,0,0,0,0,0,0
INT031247,U000254,RL000286,2025-05-24T17:16:44,SESS004186,1.9,16.0,0,0,0,0,1,0
INT031248,U000254,RL000513,2025-05-24T17:17:28,SESS004186,33.4,48.5,0,0,0,0,0,0
INT031249,U000254,RL000315,2025-05-24T17:18:19,SESS004186,42.5,62.5,0,0,0,0,0,0
INT031250,U000255,RL002505,2025-03-30T15:27:45,SESS004187,10.3,31.3,0,0,0,0,0,0
INT031251,U000255,RL000931,2025-03-30T15:28:07,SESS004187,17.7,61.1,0,0,0,0,0,0
INT031252,U000255,RL002580,2025-03-30T15:28:50,SESS004187,40.7,65.7,0,0,0,0,0,0
INT031253,U000255,RL004771,2025-03-30T15:29:19,SESS004187,18.2,50.5,0,0,0,0,0,0
INT031254,U000255,RL002441,2025-02-18T03:34:20,SESS004188,26.8,62.3,0,0,0,0,0,0
INT031255,U000255,RL002103,2025-02-18T03:35:00,SESS004188,32.8,59.5,0,0,0,0,0,0
INT031256,U000255,RL003760,2025-02-18T03:35:16,SESS004188,8.8,20.1,0,0,0,0,1,0
INT031257,U000255,RL002118,2025-02-18T03:35:59,SESS004188,36.8,47.1,0,0,0,0,0,0
INT031258,U000255,RL003176,2025-02-18T03:36:27,SESS004188,10.9,45.6,0,0,0,0,0,0
INT031259,U000255,CAND000228,2025-02-18T03:36:52,SESS004188,6.1,11.1,0,0,0,0,1,0
INT031260,U000255,RL002694,2025-07-08T02:44:08,SESS004189,10.8,39.9,0,0,0,0,0,0
INT031261,U000255,RL002195,2025-07-08T02:44:24,SESS004189,7.9,37.6,0,0,0,0,0,0
INT031262,U000255,RL001050,2025-07-08T02:45:32,SESS004189,57.7,64.8,0,0,0,0,0,0
INT031263,U000255,RL004015,2025-07-08T02:46:10,SESS004189,31.4,40.3,0,0,0,0,0,0
INT031264,U000255,RL004404,2025-07-08T02:46:32,SESS004189,14.6,52.1,0,0,0,0,0,0
INT031265,U000255,RL003053,2025-07-08T02:47:02,SESS004189,11.4,16.7,0,0,0,0,1,0
INT031266,U000255,RL003045,2025-07-08T02:47:16,SESS004189,2.2,28.0,0,0,0,0,0,0
INT031267,U000255,CAND000718,2025-07-08T02:47:53,SESS004189,29.8,46.6,0,0,0,0,0,0
INT031268,U000255,RL001024,2025-07-08T02:48:34,SESS004189,37.1,50.8,0,0,0,0,0,0
INT031269,U000255,RL000506,2025-04-19T23:12:39,SESS004190,30.2,35.5,0,0,0,0,0,0
INT031270,U000255,RL000091,2025-04-19T23:13:08,SESS004190,22.0,39.3,0,0,0,0,0,0
INT031271,U000255,RL003236,2025-04-19T23:13:38,SESS004190,11.0,64.6,0,0,0,0,0,0
INT031272,U000255,RL001749,2025-04-19T23:14:05,SESS004190,23.5,27.6,0,0,0,0,0,0
INT031273,U000255,CAND000810,2025-01-25T08:57:45,SESS004191,4.8,34.6,0,0,0,0,0,0
INT031274,U000255,RL001970,2025-01-25T08:58:52,SESS004191,52.0,74.2,0,0,0,0,0,0
INT031275,U000255,RL003256,2025-01-25T08:59:41,SESS004191,30.3,40.4,0,0,0,0,0,0
INT031276,U000255,RL001638,2025-01-25T09:00:20,SESS004191,35.8,45.4,0,0,0,0,0,0
INT031277,U000255,CAND000552,2025-01-25T09:00:53,SESS004191,19.2,40.8,0,0,0,0,0,0
INT031278,U000255,RL002839,2025-01-25T09:02:04,SESS004191,54.6,62.0,0,0,0,0,0,0
INT031279,U000255,RL004436,2025-01-25T09:02:58,SESS004191,36.4,46.6,0,0,0,0,0,0
INT031280,U000255,RL003177,2025-01-25T09:04:16,SESS004191,67.6,75.1,1,0,0,0,0,0
INT031281,U000255,RL000869,2025-01-25T09:04:43,SESS004191,12.2,43.5,0,0,0,0,0,0
INT031282,U000255,RL001389,2025-01-25T09:05:07,SESS004191,16.1,50.2,0,0,0,0,0,0
INT031283,U000255,CAND000299,2025-01-25T09:05:58,SESS004191,40.1,52.1,0,0,0,0,0,0
INT031284,U000255,CAND000230,2025-01-25T09:06:12,SESS004191,11.7,53.1,0,0,0,0,0,0
INT031285,U000255,RL000695,2025-02-03T02:07:07,SESS004192,8.0,19.0,0,0,0,0,1,0
INT031286,U000255,RL000071,2025-02-03T02:07:44,SESS004192,17.5,27.0,0,0,0,0,0,0
INT031287,U000255,RL000556,2025-02-03T02:08:04,SESS004192,16.6,22.2,0,0,0,0,1,0
INT031288,U000255,RL002307,2025-02-03T02:08:52,SESS004192,34.6,50.9,0,0,0,0,0,0
INT031289,U000255,RL004981,2025-02-03T02:09:40,SESS004192,32.8,40.9,0,0,0,0,0,0
INT031290,U000255,RL003957,2025-02-03T02:10:01,SESS004192,7.4,38.9,0,0,0,0,0,0
INT031291,U000255,RL002347,2025-02-03T02:10:34,SESS004192,30.1,44.9,0,0,0,0,0,0
INT031292,U000255,RL002014,2025-10-10T06:57:27,SESS004193,4.2,52.3,0,0,0,0,0,0
INT031293,U000255,CAND000430,2025-10-10T06:58:23,SESS004193,37.1,45.3,0,0,0,0,0,0
INT031294,U000255,RL002880,2025-10-10T06:59:15,SESS004193,38.8,51.1,0,0,0,0,0,0
INT031295,U000255,RL001914,2025-10-10T06:59:52,SESS004193,33.9,41.8,0,0,0,0,0,0
INT031296,U000255,RL004881,2025-10-10T07:00:16,SESS004193,9.9,31.8,0,0,0,0,0,0
INT031297,U000255,CAND000380,2025-10-10T07:00:52,SESS004193,21.9,43.0,0,0,0,0,0,0
INT031298,U000255,RL000030,2025-10-10T07:01:21,SESS004193,9.0,47.3,0,0,0,0,0,0
INT031299,U000255,RL004877,2025-10-10T07:01:37,SESS004193,8.7,48.3,0,0,0,0,0,0
INT031300,U000256,RL004174,2025-08-17T15:40:54,SESS004194,20.3,25.4,0,0,0,0,0,0
INT031301,U000256,RL002153,2025-08-17T15:41:38,SESS004194,30.2,34.8,0,0,0,0,0,0
INT031302,U000256,RL001987,2025-08-17T15:42:13,SESS004194,19.2,33.2,0,0,0,0,0,0
INT031303,U000256,CAND000809,2025-08-17T15:42:41,SESS004194,13.6,50.4,0,0,0,0,0,0
INT031304,U000256,RL003274,2025-08-17T15:43:16,SESS004194,25.2,38.7,0,0,0,0,0,0
INT031305,U000256,RL004315,2025-08-17T15:43:52,SESS004194,16.0,50.0,0,0,0,0,0,0
INT031306,U000256,RL004380,2025-08-17T15:44:10,SESS004194,9.5,28.0,0,0,0,0,0,0
INT031307,U000256,RL003962,2025-08-17T15:44:38,SESS004194,8.4,18.8,0,0,0,0,1,0
INT031308,U000256,RL002899,2025-08-17T15:45:10,SESS004194,18.4,59.4,0,0,0,0,0,0
INT031309,U000256,RL003164,2025-08-17T15:45:53,SESS004194,23.2,27.0,0,0,0,0,0,0
INT031310,U000256,CAND000256,2025-08-17T15:46:38,SESS004194,28.7,42.8,0,0,0,0,0,0
INT031311,U000256,RL001252,2025-11-19T18:18:54,SESS004195,8.5,29.4,0,0,0,0,0,0
INT031312,U000256,RL000705,2025-11-19T18:19:22,SESS004195,26.9,39.1,0,0,0,0,0,0
INT031313,U000256,CAND000670,2025-11-19T18:19:56,SESS004195,21.1,40.5,0,0,0,0,0,0
INT031314,U000256,RL002279,2025-11-19T18:20:18,SESS004195,12.7,47.0,0,0,0,0,0,0
INT031315,U000256,RL001990,2025-11-19T18:20:42,SESS004195,13.0,21.7,0,0,0,0,1,0
INT031316,U000256,RL004886,2025-11-19T18:21:12,SESS004195,24.5,74.2,0,0,0,0,0,0
INT031317,U000256,RL000982,2025-11-19T18:21:48,SESS004195,33.0,37.9,0,0,0,0,0,0
INT031318,U000256,RL000128,2025-11-19T18:22:40,SESS004195,43.8,60.9,0,0,0,0,0,0
INT031319,U000256,RL001694,2025-11-19T18:23:09,SESS004195,12.8,32.1,0,0,0,0,0,0
INT031320,U000256,RL004182,2025-11-19T18:23:41,SESS004195,22.9,47.6,0,0,0,0,0,0
INT031321,U000256,CAND000030,2025-11-19T18:24:11,SESS004195,10.5,37.4,0,0,0,0,0,0
INT031322,U000256,RL001115,2025-07-10T04:05:45,SESS004196,30.4,47.5,0,0,0,0,0,0
INT031323,U000256,RL001285,2025-07-10T04:06:12,SESS004196,7.8,65.0,0,0,0,0,0,0
INT031324,U000256,CAND000145,2025-07-10T04:06:27,SESS004196,13.4,15.6,0,0,0,0,1,0
INT031325,U000256,RL001329,2025-07-10T04:06:59,SESS004196,20.7,37.6,0,0,0,0,0,0
INT031326,U000256,RL001525,2025-07-10T04:07:22,SESS004196,5.3,22.0,0,0,0,0,1,0
INT031327,U000256,RL004374,2025-07-10T04:07:40,SESS004196,11.8,51.4,0,0,0,0,0,0
INT031328,U000256,RL004718,2025-07-10T04:08:29,SESS004196,30.6,34.0,0,0,0,0,0,0
INT031329,U000256,RL002013,2025-03-09T04:51:35,SESS004197,47.2,63.8,0,0,0,0,0,0
INT031330,U000256,CAND000079,2025-03-09T04:51:49,SESS004197,10.4,74.2,1,0,0,0,0,0
INT031331,U000256,RL000365,2025-03-09T04:52:00,SESS004197,9.5,18.7,0,0,0,0,1,0
INT031332,U000256,RL001682,2025-03-09T04:52:26,SESS004197,13.0,18.0,0,0,0,0,1,0
INT031333,U000256,RL002037,2025-03-09T04:52:31,SESS004197,2.3,17.9,0,0,0,0,1,0
INT031334,U000256,RL002447,2025-03-09T04:52:42,SESS004197,8.4,42.0,0,0,0,0,0,0
INT031335,U000256,RL003428,2025-03-09T04:53:13,SESS004197,23.7,47.4,0,0,0,0,0,0
INT031336,U000256,RL003493,2025-03-09T04:53:32,SESS004197,0.0,0,0,0,0,0,1,0
INT031337,U000256,RL001260,2025-03-09T04:54:14,SESS004197,36.5,48.7,0,0,0,0,0,0
INT031338,U000256,RL001876,2025-03-09T04:55:22,SESS004197,52.9,66.1,0,0,0,0,0,0
INT031339,U000256,RL004349,2025-03-09T04:56:18,SESS004197,39.5,46.5,0,0,0,0,0,0
INT031340,U000257,CAND000623,2025-03-30T04:40:34,SESS004198,0.8,9.1,0,0,0,0,1,0
INT031341,U000257,RL001538,2025-03-30T04:40:58,SESS004198,12.2,48.6,0,0,0,0,0,0
INT031342,U000257,RL001898,2025-03-30T04:41:43,SESS004198,31.7,35.2,0,0,0,0,0,0
INT031343,U000257,RL003897,2025-03-30T04:42:07,SESS004198,5.4,24.6,0,0,0,0,1,0
INT031344,U000257,RL001413,2025-08-29T06:43:08,SESS004199,39.1,43.5,0,0,0,0,0,0
INT031345,U000257,RL000251,2025-08-29T06:44:10,SESS004199,43.0,53.1,0,0,0,0,0,0
INT031346,U000257,RL000352,2025-08-29T06:44:30,SESS004199,18.9,23.7,0,0,0,0,1,0
INT031347,U000257,RL003535,2025-08-29T06:45:11,SESS004199,31.6,44.5,0,0,0,0,0,0
INT031348,U000257,RL000268,2025-08-29T06:46:21,SESS004199,63.2,70.3,1,0,0,0,0,0
INT031349,U000257,RL003049,2025-08-29T06:46:39,SESS004199,9.0,39.1,0,0,0,0,0,0
INT031350,U000257,RL000599,2025-08-29T06:46:57,SESS004199,5.5,8.0,0,0,0,0,1,0
INT031351,U000257,CAND000222,2025-08-29T06:47:49,SESS004199,48.5,57.1,0,0,0,0,0,0
INT031352,U000257,RL003832,2025-08-29T06:48:40,SESS004199,40.3,44.7,0,0,0,0,0,0
INT031353,U000257,RL001210,2025-08-29T06:49:28,SESS004199,37.2,41.8,0,0,0,0,0,0
INT031354,U000257,RL004265,2025-04-21T09:42:22,SESS004200,16.9,60.3,0,0,0,0,0,0
INT031355,U000257,RL001232,2025-04-21T09:42:36,SESS004200,4.5,55.7,0,0,0,0,0,0
INT031356,U000257,RL003807,2025-04-21T09:43:31,SESS004200,37.2,43.8,0,0,0,0,0,0
INT031357,U000257,RL000041,2025-04-21T09:43:47,SESS004200,8.2,51.0,0,0,0,0,0,0
INT031358,U000257,RL003916,2025-04-21T09:44:37,SESS004200,35.7,47.6,0,0,0,0,0,0
INT031359,U000257,RL003415,2025-04-21T09:44:53,SESS004200,9.6,21.7,0,0,0,0,1,0
INT031360,U000257,RL003882,2025-01-17T17:13:41,SESS004201,23.6,40.6,0,0,0,0,0,0
INT031361,U000257,RL001740,2025-01-17T17:14:30,SESS004201,43.2,66.5,0,0,0,0,0,0
INT031362,U000257,RL004879,2025-01-17T17:14:55,SESS004201,15.9,18.5,0,0,0,0,1,0
INT031363,U000257,RL003610,2025-01-17T17:15:39,SESS004201,31.8,60.0,0,0,0,0,0,0
INT031364,U000257,RL004208,2025-01-17T17:16:18,SESS004201,35.5,49.3,0,0,0,0,0,0
INT031365,U000257,RL003037,2025-01-17T17:16:54,SESS004201,32.5,36.5,0,0,0,0,0,0
INT031366,U000257,RL002334,2025-01-17T17:17:18,SESS004201,12.8,27.3,0,0,0,0,0,0
INT031367,U000257,RL001588,2025-01-17T17:17:28,SESS004201,8.2,25.5,0,0,0,0,0,0
INT031368,U000257,RL001371,2025-01-17T17:18:04,SESS004201,28.6,44.6,0,0,0,0,0,0
INT031369,U000257,RL003338,2025-01-17T17:18:53,SESS004201,40.4,49.3,0,0,0,0,0,0
INT031370,U000257,RL004989,2025-01-17T17:19:12,SESS004201,6.2,23.1,0,0,0,0,1,0
INT031371,U000257,CAND000614,2025-01-17T17:19:30,SESS004201,6.3,28.6,0,0,0,0,0,0
INT031372,U000257,RL001004,2025-07-11T14:30:48,SESS004202,33.9,51.4,0,0,0,0,0,0
INT031373,U000257,RL004583,2025-07-11T14:31:34,SESS004202,34.4,53.7,0,0,0,0,0,0
INT031374,U000257,RL004443,2025-07-11T14:31:55,SESS004202,11.2,53.5,0,0,0,0,0,0
INT031375,U000257,RL001355,2025-07-11T14:32:41,SESS004202,27.3,31.4,0,0,0,0,0,0
INT031376,U000257,CAND000373,2025-07-11T14:33:15,SESS004202,15.7,36.5,0,0,0,0,0,0
INT031377,U000257,RL002812,2025-07-11T14:33:43,SESS004202,19.9,29.3,0,0,0,0,0,0
INT031378,U000257,RL003519,2025-07-11T14:34:06,SESS004202,13.2,44.0,0,0,0,0,0,0
INT031379,U000257,RL001224,2025-07-11T14:34:45,SESS004202,21.3,31.8,0,0,0,0,0,0
INT031380,U000257,RL002916,2025-07-11T14:35:09,SESS004202,10.0,23.9,0,0,0,0,1,0
INT031381,U000257,RL002341,2025-07-11T14:36:02,SESS004202,34.4,42.4,0,0,0,0,0,0
INT031382,U000257,RL000326,2025-07-11T14:36:25,SESS004202,18.9,37.1,0,0,0,0,0,0
INT031383,U000257,RL004463,2025-09-05T00:38:20,SESS004203,30.3,65.9,0,0,0,0,0,0
INT031384,U000257,RL000135,2025-09-05T00:38:37,SESS004203,9.8,30.7,0,0,0,0,0,0
INT031385,U000257,RL003828,2025-09-05T00:39:06,SESS004203,27.8,37.5,0,0,0,0,0,0
INT031386,U000257,RL002579,2025-09-05T00:39:41,SESS004203,17.0,31.0,0,0,0,0,0,0
INT031387,U000257,RL002562,2025-09-05T00:40:18,SESS004203,31.0,39.7,0,0,0,0,0,0
INT031388,U000257,CAND000048,2025-09-05T00:40:33,SESS004203,11.4,33.4,0,0,0,0,0,0
INT031389,U000257,RL004814,2025-09-05T00:40:57,SESS004203,12.3,47.4,0,0,0,0,0,0
INT031390,U000257,RL004881,2025-09-05T00:41:07,SESS004203,8.6,27.8,0,0,0,0,0,0
INT031391,U000257,RL003724,2025-09-05T00:41:49,SESS004203,34.5,51.5,0,0,0,0,0,0
INT031392,U000257,RL000627,2025-09-05T00:42:14,SESS004203,20.0,55.7,0,0,0,0,0,0
INT031393,U000257,RL004964,2025-01-10T12:54:41,SESS004204,20.9,34.3,0,0,0,0,0,0
INT031394,U000257,RL002736,2025-01-10T12:55:02,SESS004204,6.1,36.0,0,0,0,0,0,0
INT031395,U000257,RL001235,2025-01-10T12:55:26,SESS004204,7.4,18.6,0,0,0,0,1,0
INT031396,U000257,CAND000476,2025-01-10T12:55:50,SESS004204,10.7,38.2,0,0,0,0,0,0
INT031397,U000257,RL002427,2025-01-10T12:56:47,SESS004204,42.0,51.2,0,0,0,0,0,0
INT031398,U000257,CAND000301,2025-01-10T12:57:08,SESS004204,6.2,17.8,0,0,0,0,1,0
INT031399,U000257,RL004536,2025-01-10T12:57:39,SESS004204,29.0,44.0,0,0,0,0,0,0
INT031400,U000257,RL004935,2025-01-10T12:58:00,SESS004204,9.5,28.8,0,0,0,0,0,0
INT031401,U000257,RL002514,2025-01-10T12:58:30,SESS004204,11.9,25.4,0,0,0,0,0,0
INT031402,U000257,RL002660,2025-01-10T12:59:10,SESS004204,21.0,46.6,0,0,0,0,0,0
INT031403,U000257,RL001509,2025-01-10T12:59:32,SESS004204,9.4,36.3,0,0,0,0,0,0
INT031404,U000257,RL001318,2025-01-10T12:59:55,SESS004204,10.7,51.0,0,0,0,0,0,0
INT031405,U000257,RL004312,2025-02-28T18:49:36,SESS004205,4.1,24.1,0,0,0,0,1,0
INT031406,U000257,CAND000558,2025-02-28T18:49:49,SESS004205,7.9,32.9,0,0,0,0,0,0
INT031407,U000257,CAND000539,2025-02-28T18:50:42,SESS004205,40.8,45.3,0,0,0,0,0,0
INT031408,U000257,RL003773,2025-02-28T18:51:09,SESS004205,7.5,20.1,0,0,0,0,1,0
INT031409,U000257,RL000376,2025-02-28T18:52:03,SESS004205,41.5,54.6,0,0,0,0,0,0
INT031410,U000257,RL003966,2025-02-28T18:52:49,SESS004205,44.8,75.9,1,0,0,0,0,0
INT031411,U000257,RL003123,2025-02-28T18:53:09,SESS004205,4.7,7.9,0,0,0,0,1,0
INT031412,U000257,RL001221,2025-02-28T18:53:28,SESS004205,14.3,57.1,0,0,0,0,0,0
INT031413,U000257,RL000076,2025-02-28T18:53:49,SESS004205,15.9,27.3,0,0,0,0,0,0
INT031414,U000258,RL000649,2025-06-04T11:02:27,SESS004206,42.9,49.8,0,0,0,0,0,0
INT031415,U000258,RL001919,2025-06-04T11:02:51,SESS004206,18.9,41.9,0,0,0,0,0,0
INT031416,U000258,CAND000533,2025-06-04T11:03:20,SESS004206,25.7,49.4,0,0,0,0,0,0
INT031417,U000258,RL003449,2025-06-04T11:03:59,SESS004206,33.6,37.7,0,0,0,0,0,0
INT031418,U000258,RL003434,2025-08-16T14:59:12,SESS004207,28.9,51.7,0,0,0,0,0,0
INT031419,U000258,RL000365,2025-08-16T14:59:37,SESS004207,8.2,16.0,0,0,0,0,1,0
INT031420,U000258,CAND000107,2025-08-16T15:00:18,SESS004207,31.2,84.4,1,0,0,0,0,0
INT031421,U000258,RL000781,2025-08-16T15:00:36,SESS004207,5.9,17.8,0,0,0,0,1,0
INT031422,U000258,RL002717,2025-08-16T15:00:53,SESS004207,9.2,39.8,0,0,0,0,0,0
INT031423,U000258,RL004860,2025-08-16T15:01:06,SESS004207,9.0,56.0,0,0,0,0,0,0
INT031424,U000258,RL002965,2025-08-16T15:02:06,SESS004207,41.4,76.6,0,0,0,0,0,0
INT031425,U000258,RL001703,2025-08-16T15:02:29,SESS004207,21.6,67.4,0,0,0,0,0,0
INT031426,U000258,RL000710,2025-08-16T15:02:38,SESS004207,1.6,9.8,0,0,0,0,1,0
INT031427,U000258,RL001292,2025-08-16T15:03:11,SESS004207,28.4,49.8,0,0,0,0,0,0
INT031428,U000258,CAND000518,2025-08-11T03:10:13,SESS004208,45.0,56.3,0,0,0,0,0,0
INT031429,U000258,RL000787,2025-08-11T03:10:31,SESS004208,5.1,56.2,0,0,0,0,0,0
INT031430,U000258,RL001425,2025-08-11T03:10:47,SESS004208,8.5,30.4,0,0,0,0,0,0
