reel_id,title,caption,transcript,ocr_text,visual_description,content_language,language_confidence,programming_languages,technologies,frameworks,topics,category,intent,difficulty,duration_seconds,creator_id,created_at,quality_score,hype_score,learning_value,career_value,practical_value,entertainment_value
RL001976,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,Top secret AI trick recruiters don't want you to know,,Neural network diagram with labeled layers,Hindi-English,0.99,,,,Career,hype,Motivation,Intermediate,23,CR000074,2025-09-14T03:24:09,0.221,0.833,0.398,0.141,0.169,0.202
RL001977,Gaming moment that broke the internet,Gaming content - just for laughs,"Let's break down the basics of Hardware step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.83,,,,Gaming,entertainment,Humor,Beginner,79,CR000011,2025-02-20T10:42:21,0.565,0.228,0.201,0.079,0.422,0.941
RL001978,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,You NEED to learn this or you'll be jobless by 2026,,Neural network diagram with labeled layers,English,0.89,,,,Career,hype,Motivation,Intermediate,22,CR000094,2025-06-11T18:15:54,0.295,0.617,0.108,0.119,0.194,0.297
RL001979,Movies moment that broke the internet,Movies content - just for laughs,"If you're preparing for placements, don't just memorize Rust answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.94,Rust,,,Movies,entertainment,Entertainment,Intermediate,30,CR000047,2025-10-12T01:38:59,0.392,0.225,0.229,0.216,0.453,0.891
RL001980,Career Roadmaps,Career Roadmaps - what nobody tells you,"Let's break down the basics of TypeScript step by step, starting from what it actually is.",// Swift example,Split-screen code and output comparison,Hindi,0.75,TypeScript|Swift,,,Career,career,Motivation,Beginner,68,CR000059,2025-08-06T14:32:14,0.496,0.111,0.14,0.743,0.292,0.197
RL001981,HLD explained simply,Learn hld explained simply in under a minute,"Let's break down the basics of Data Structures step by step, starting from what it actually is.",,Neural network diagram with labeled layers,English,0.89,,,,Cybersecurity,tech_educational,Project Help,Beginner,82,CR000062,2025-01-24T10:59:42,0.768,0.163,0.813,0.576,0.609,0.253
RL001982,R explained simply,Learn r explained simply in under a minute,"Aaj hum dekhenge ki R kaise kaam karta hai. First, r basics, then a quick example with real code.",// R example,Terminal window running R commands,Hindi-English,0.93,R,,Laravel,Generative AI,tech_educational,Project Help,Intermediate,8,CR000014,2025-11-18T23:51:07,0.644,0.159,0.609,0.473,0.415,0.287
RL001983,Comedy moment that broke the internet,Comedy content - just for laughs,"Ee video lo manam APIs gurinchi chuddam. First, apis basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Telugu-English,0.87,,,,Comedy,entertainment,Humor,Intermediate,15,CR000063,2025-07-24T22:47:52,0.55,0.131,0.15,0.056,0.516,0.88
RL001984,R explained simply,Learn r explained simply in under a minute,"If you're preparing for placements, don't just memorize R answers - understand how it actually works under the hood.",// R example,Terminal window running R commands,Bengali,0.87,R,,,Blockchain,tech_educational,Project Help,Intermediate,84,CR000035,2025-03-02T00:30:56,0.89,0.036,0.77,0.439,0.656,0.311
RL001985,Scala explained simply,Learn scala explained simply in under a minute,"Ee video alli navu Scala bagge nodona. First, scala basics, then a quick example with real code.",// Scala example,Whiteboard diagram explaining system architecture,Kannada-English,0.78,Scala,Linux|AWS,Node.js,Mobile Development,tech_educational,Project Help,Advanced,68,CR000057,2025-06-03T11:13:31,0.862,0.204,0.818,0.439,0.581,0.176
RL001986,Programming developers be like,POV: debugging Programming at 2am,When your Software Engineering code works on the first try but you have no idea why. Every developer knows this feeling.,,Two laptops side by side for a spec comparison,Hindi-English,0.87,,,,Software Engineering,programming_meme,Entertainment,Intermediate,81,CR000035,2025-05-16T22:28:09,0.624,0.242,0.322,0.124,0.463,0.737
RL001987,Cricket moment that broke the internet,Cricket content - just for laughs,"Let's break down the basics of HLD step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.98,,,,Cricket,entertainment,Entertainment,Beginner,58,CR000056,2025-08-26T11:11:11,0.501,0.452,0.204,0.098,0.499,0.781
RL001988,"This ONE skill will make you ₹50 LPA, guaranteed!","This ONE skill will make you ₹50 LPA, guaranteed!",Learn EVERYTHING about coding in 24 hours!,,Gaming setup with GPU comparison on screen,Kannada-English,0.9,,,,Career,hype,Promotion,Intermediate,12,CR000002,2025-06-29T04:59:34,0.31,0.816,0.141,0.212,0.305,0.125
RL001989,Placement Prep,Placement Prep - what nobody tells you,"Let's break down the basics of Dart step by step, starting from what it actually is.","func main() { fmt.Println(""hello"") }",Split-screen code and output comparison,English,0.93,Dart|Go,,,Career,career,Career,Beginner,55,CR000052,2025-02-17T10:43:20,0.832,0.191,0.1,0.641,0.605,0.175
RL001990,Comedy moment that broke the internet,Comedy content - just for laughs,"If you're preparing for placements, don't just memorize Cybersecurity answers - understand how it actually works under the hood.",,Stadium crowd celebrating a goal/wicket,English,0.92,,,,Comedy,entertainment,Entertainment,Intermediate,60,CR000052,2025-08-22T04:52:16,0.752,0.467,0.217,0.009,0.687,0.798
RL001991,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,Top secret AI trick recruiters don't want you to know,,Neural network diagram with labeled layers,English,0.96,,,,AI/ML,hype,Motivation,Beginner,36,CR000018,2025-07-13T03:06:05,0.298,0.729,0.185,0.141,0.25,0.341
RL001992,How ML Engineers Deploy Models,Learn how ml engineers deploy models in under a minute,"Aaj hum dekhenge ki Databases kaise kaam karta hai. First, databases basics, then a quick example with real code.",,Gaming setup with GPU comparison on screen,Hindi-English,0.97,,,,Backend,tech_educational,Interview Preparation,Beginner,12,CR000033,2025-03-21T09:16:34,0.728,0.164,0.787,0.41,0.475,0.299
RL001993,Software Engineering Careers,Software Engineering Careers - what nobody tells you,"Let's break down the basics of Distributed Systems step by step, starting from what it actually is.",,Two laptops side by side for a spec comparison,English,0.8,,,,Career,career,Career,Beginner,43,CR000066,2025-05-23T13:56:24,0.508,0.291,0.184,0.694,0.393,0.22
RL001994,C developers be like,POV: debugging C at 2am,When your C code works on the first try but you have no idea why. Every developer knows this feeling.,// C example,Whiteboard diagram explaining system architecture,English,0.8,C,,,Software Engineering,programming_meme,Entertainment,Intermediate,20,CR000060,2025-08-19T01:57:28,0.176,0.147,0.094,0.232,0.115,0.795
RL001995,PHP explained simply,Learn php explained simply in under a minute,"Ee video lo manam PHP gurinchi chuddam. First, php basics, then a quick example with real code.",// PHP example,Whiteboard diagram explaining system architecture,Telugu-English,0.92,PHP,,Node.js,Software Engineering,tech_educational,Interview Preparation,Intermediate,26,CR000039,2025-02-07T05:28:17,0.479,0.367,0.465,0.471,0.335,0.246
RL001996,Go developers be like,POV: debugging Go at 2am,When your Go code works on the first try but you have no idea why. Every developer knows this feeling.,"func main() { fmt.Println(""hello"") }",Whiteboard diagram explaining system architecture,English,0.92,Go,,,Software Engineering,programming_meme,Entertainment,Intermediate,88,CR000027,2025-11-16T23:22:35,0.552,0.281,0.258,0.284,0.375,0.803
RL001997,How Database Indexes Speed Up Queries,Learn how database indexes speed up queries in under a minute,"Let's break down the basics of R step by step, starting from what it actually is.",// R example,Terminal window running R commands,English,0.8,R,,,Web Development,tech_educational,Project Help,Beginner,55,CR000087,2025-01-09T21:02:42,0.85,0.029,0.928,0.347,0.542,0.339
RL001998,Comedy moment that broke the internet,Comedy content - just for laughs,"If you're preparing for placements, don't just memorize R answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,Tamil,0.85,R,,,Comedy,entertainment,Entertainment,Intermediate,75,CR000056,2025-06-07T04:52:53,0.507,0.31,0.219,0.16,0.402,0.847
RL001999,Dart explained simply,Learn dart explained simply in under a minute,"Aaj hum dekhenge ki Dart kaise kaam karta hai. First, dart basics, then a quick example with real code.",,Whiteboard diagram explaining system architecture,Hindi-English,0.9,Dart,,Svelte,Web Development,tech_educational,Interview Preparation,Advanced,8,CR000093,2025-03-31T18:06:36,0.625,0.348,0.576,0.482,0.556,0.254
RL002000,Understanding Vector Databases,Learn understanding vector databases in under a minute,"If you're preparing for placements, don't just memorize Deep Learning answers - understand how it actually works under the hood.",,Gaming setup with GPU comparison on screen,English,0.91,,Kafka,,Data Science,tech_educational,Curiosity,Intermediate,61,CR000074,2025-03-30T11:44:08,0.78,0.181,0.793,0.566,0.513,0.221
RL002001,Explaining Consistent Hashing,Learn explaining consistent hashing in under a minute,"If you're preparing for placements, don't just memorize Networking answers - understand how it actually works under the hood.",,Gaming setup with GPU comparison on screen,English,0.86,,Jenkins,PyTorch,Hardware,tech_educational,Curiosity,Intermediate,73,CR000010,2025-07-10T12:43:34,0.908,0.245,0.829,0.506,0.736,0.266
RL002002,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Let's break down the basics of C step by step, starting from what it actually is.",// C example,Stadium crowd celebrating a goal/wicket,English,0.93,C,,,Lifestyle,entertainment,Entertainment,Beginner,29,CR000088,2025-05-17T06:50:55,0.587,0.004,0.288,0.195,0.487,0.868
RL002003,Resume Tips,Resume Tips - what nobody tells you,"If you're preparing for placements, don't just memorize SQL answers - understand how it actually works under the hood.",SELECT * FROM students;,Whiteboard diagram explaining system architecture,English,0.86,SQL,,,Career,career,Career,Intermediate,80,CR000065,2025-03-25T01:00:46,0.87,0.257,0.262,0.667,0.498,0.296
RL002004,OOP explained simply,Learn oop explained simply in under a minute,"Ee video lo manam Concurrency gurinchi chuddam. First, concurrency basics, then a quick example with real code.",,Gaming setup with GPU comparison on screen,Telugu-English,0.82,,GraphQL,React,Data Science,tech_educational,Learning,Intermediate,65,CR000053,2025-10-28T10:00:12,0.895,0.169,0.801,0.545,0.769,0.324
RL002005,Placement Prep,Placement Prep - what nobody tells you,"Let's break down the basics of TypeScript step by step, starting from what it actually is.",// Scala example,Laptop screen showing TypeScript code in an IDE,English,0.91,TypeScript|Scala|Rust,,,Career,career,Career,Beginner,84,CR000079,2025-03-18T19:53:10,0.728,0.167,0.265,0.689,0.61,0.381
RL002006,PHP explained simply,Learn php explained simply in under a minute,"Let's break down the basics of PHP step by step, starting from what it actually is.",// PHP example,Terminal window running PHP commands,English,0.86,PHP|C++,GraphQL,Node.js,Mobile Development,tech_educational,Project Help,Beginner,78,CR000070,2025-01-23T02:53:59,0.853,0.159,0.783,0.542,0.64,0.25
RL002007,Coding Interviews,Coding Interviews - what nobody tells you,"Here's how Swift behaves at scale, and the trade-offs engineers make in production systems.",,Split-screen code and output comparison,English,0.97,Swift,,,Career,career,Motivation,Advanced,19,CR000045,2025-08-03T19:30:22,0.374,0.455,0.206,0.724,0.325,0.304
RL002008,Movies moment that broke the internet,Movies content - just for laughs,"Let's break down the basics of Software Engineering step by step, starting from what it actually is.",,Dance/lipsync trend clip,Bengali,0.95,,,,Movies,entertainment,Entertainment,Beginner,53,CR000032,2025-01-17T20:28:50,0.415,0.491,0.098,0.077,0.325,0.808
RL002009,Swift explained simply,Learn swift explained simply in under a minute,"Ee video lo manam Swift gurinchi chuddam. First, swift basics, then a quick example with real code.",// Swift example,Whiteboard diagram explaining system architecture,Telugu-English,0.94,Swift,,,Deep Learning,tech_educational,Learning,Beginner,89,CR000051,2025-03-06T05:38:08,0.757,0.441,0.864,0.54,0.513,0.275
RL002010,Music moment that broke the internet,Music content - just for laughs,"If you're preparing for placements, don't just memorize Go answers - understand how it actually works under the hood.","func main() { fmt.Println(""hello"") }",Funny reaction clip with captions,English,0.84,Go,,,Music,entertainment,Entertainment,Intermediate,12,CR000088,2025-11-16T10:40:15,0.549,0.232,0.268,0.226,0.464,0.858
RL002011,Football moment that broke the internet,Football content - just for laughs,"If you're preparing for placements, don't just memorize Generative AI answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.82,,,,Football,entertainment,Humor,Intermediate,62,CR000080,2025-01-01T06:26:51,0.189,0.182,0.045,0.128,0.114,0.916
RL002012,"This ONE skill will make you ₹50 LPA, guaranteed!","This ONE skill will make you ₹50 LPA, guaranteed!",Learn EVERYTHING about coding in 24 hours!,,Person explaining AWS architecture using a whiteboard,English,0.77,,,,Career,hype,Motivation,Intermediate,30,CR000055,2025-02-14T23:15:46,0.141,0.726,0.205,0.053,0.185,0.24
RL002013,Cloud News update (2026),Latest in Cloud News,"Ee video alli navu APIs bagge nodona. First, apis basics, then a quick example with real code.",,Person explaining AWS architecture using a whiteboard,Kannada-English,0.78,,GCP|Terraform,,Technology News,tech_news,News,Intermediate,74,CR000039,2025-08-22T20:42:15,0.383,0.405,0.147,0.174,0.387,0.121
RL002014,Memes moment that broke the internet,Memes content - just for laughs,"If you're preparing for placements, don't just memorize Microservices answers - understand how it actually works under the hood.",,Stadium crowd celebrating a goal/wicket,English,0.83,,,,Memes,entertainment,Entertainment,Intermediate,8,CR000066,2025-10-25T15:33:11,0.551,0.359,0.138,0.151,0.528,0.801
RL002015,Programming Language Updates update (2025),Latest in Programming Language Updates,"Here's how OOP behaves at scale, and the trade-offs engineers make in production systems.",,Person explaining AWS architecture using a whiteboard,English,0.96,,Docker|Nginx,,Technology News,tech_news,News,Advanced,53,CR000024,2025-11-29T11:54:07,0.691,0.095,0.256,0.157,0.521,0.206
RL002016,PHP explained simply,Learn php explained simply in under a minute,"Here's how PHP behaves at scale, and the trade-offs engineers make in production systems.",public static void main(String[] args),Laptop screen showing PHP code in an IDE,English,0.83,PHP|Java,,,Career,tech_educational,Curiosity,Advanced,81,CR000046,2025-02-06T20:25:42,0.626,0.057,0.715,0.597,0.471,0.153
RL002017,How Load Balancers Actually Work,Learn how load balancers actually work in under a minute,"Ee video alli navu Go bagge nodona. First, go basics, then a quick example with real code.","func main() { fmt.Println(""hello"") }",Terminal window running Go commands,Kannada-English,0.79,Go,,React,AI/ML,tech_educational,Interview Preparation,Intermediate,79,CR000091,2025-10-05T19:54:12,0.386,0.199,0.277,0.514,0.257,0.252
RL002018,You NEED to learn this or you'll be jobless by 2026,You NEED to learn this or you'll be jobless by 2026,Become an AI Engineer in just 7 days - no experience needed!,,Gaming setup with GPU comparison on screen,Telugu,0.77,,,,Career,hype,Motivation,Intermediate,32,CR000018,2025-04-19T12:38:56,0.102,0.778,0.235,0.13,0.043,0.185
RL002019,System Design explained simply,Learn system design explained simply in under a minute,"If you're preparing for placements, don't just memorize LLD answers - understand how it actually works under the hood.",,Neural network diagram with labeled layers,English,0.84,,,,Blockchain,tech_educational,Learning,Intermediate,79,CR000064,2025-05-16T10:38:48,0.32,0.112,0.502,0.368,0.334,0.241
RL002020,Rust developers be like,POV: debugging Rust at 2am,When your Rust code works on the first try but you have no idea why. Every developer knows this feeling.,,Terminal window running Rust commands,English,0.94,Rust,,,Software Engineering,programming_meme,Entertainment,Beginner,24,CR000054,2025-10-07T22:28:51,0.879,0.371,0.254,0.057,0.758,0.937
RL002021,Music moment that broke the internet,Music content - just for laughs,"Here's how Frontend behaves at scale, and the trade-offs engineers make in production systems.",,Dance/lipsync trend clip,English,0.91,,,,Music,entertainment,Entertainment,Advanced,29,CR000063,2025-02-12T18:50:05,0.34,0.303,0.133,0.129,0.321,0.794
RL002022,Movies moment that broke the internet,Movies content - just for laughs,"Ee video lo manam Memory Management gurinchi chuddam. First, memory management basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Telugu-English,0.76,,,,Movies,entertainment,Entertainment,Intermediate,49,CR000026,2025-05-19T17:07:59,0.363,0.308,0.252,0.099,0.208,0.834
RL002023,Scala explained simply,Learn scala explained simply in under a minute,"Aaj hum dekhenge ki Scala kaise kaam karta hai. First, scala basics, then a quick example with real code.",// Scala example,Laptop screen showing Scala code in an IDE,Hindi-English,0.92,Scala,,TensorFlow,Hardware,tech_educational,Project Help,Beginner,89,CR000075,2025-02-11T20:11:08,0.714,0.109,0.803,0.532,0.596,0.343
RL002024,Understanding Vector Databases,Learn understanding vector databases in under a minute,"Let's break down the basics of Java step by step, starting from what it actually is.",,Laptop screen showing Java code in an IDE,Tamil,0.94,Java,,,Hardware,tech_educational,Project Help,Beginner,21,CR000052,2025-09-25T14:17:12,0.736,0.303,0.662,0.446,0.68,0.293
RL002025,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,You NEED to learn this or you'll be jobless by 2027,,Person explaining AWS architecture using a whiteboard,English,0.76,,,,AI/ML,hype,Promotion,Intermediate,78,CR000033,2025-11-23T12:38:23,0.438,0.705,0.212,0.167,0.328,0.304
RL002026,Music moment that broke the internet,Music content - just for laughs,"Let's break down the basics of Mobile Development step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.91,,,,Music,entertainment,Entertainment,Beginner,50,CR000076,2025-11-18T19:25:55,0.35,0.122,0.142,0.137,0.415,0.944
RL002027,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,,Two laptops side by side for a spec comparison,English,0.88,,,,Career,hype,Motivation,Beginner,52,CR000082,2025-08-10T22:45:10,0.345,0.59,0.327,0.131,0.258,0.391
RL002028,How Kubernetes Schedules Pods,Learn how kubernetes schedules pods in under a minute,"Indha video la naam C# pathi parkalam. First, c# basics, then a quick example with real code.",,Terminal window running C# commands,Tamil-English,0.93,C#,Linux,Laravel,Hardware,tech_educational,Learning,Beginner,76,CR000087,2025-04-22T17:08:12,0.94,0.252,0.979,0.494,0.664,0.148
RL002029,Designing a Scalable Backend API: From Code to Cloud,Learn designing a scalable backend api: from code to cloud in under a minute,"Let's break down the basics of C step by step, starting from what it actually is.",// C example,Whiteboard diagram explaining system architecture,Tamil,0.97,C,,Spring Boot,Blockchain,tech_educational,Interview Preparation,Beginner,25,CR000075,2025-10-31T19:43:54,0.326,0.233,0.232,0.471,0.386,0.371
RL002030,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,,Gaming setup with GPU comparison on screen,Telugu,0.89,,,,Career,hype,Promotion,Beginner,24,CR000040,2025-04-15T21:13:08,0.673,0.836,0.277,0.031,0.421,0.311
RL002031,Hardware Launches update (2026),Latest in Hardware Launches,"Let's break down the basics of R step by step, starting from what it actually is.",// R example,Whiteboard diagram explaining system architecture,English,0.79,R,Kafka|GCP,,Technology News,tech_news,News,Beginner,54,CR000006,2025-11-16T04:17:19,0.878,0.092,0.347,0.124,0.689,0.465
RL002032,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,,Cybersecurity terminal showing network commands,English,0.83,,,,AI/ML,hype,Promotion,Intermediate,57,CR000020,2025-11-19T18:48:28,0.532,0.823,0.2,0.316,0.364,0.319
RL002033,Movies moment that broke the internet,Movies content - just for laughs,"Indha video la naam Algorithms pathi parkalam. First, algorithms basics, then a quick example with real code.",,Funny reaction clip with captions,Tamil-English,0.98,,,,Movies,entertainment,Humor,Intermediate,15,CR000047,2025-05-12T20:10:31,0.62,0.357,0.199,0.288,0.494,0.807
RL002034,Resume Tips,Resume Tips - what nobody tells you,"If you're preparing for placements, don't just memorize Design Patterns answers - understand how it actually works under the hood.",,Person explaining AWS architecture using a whiteboard,English,0.92,,,,Career,career,Interview Preparation,Intermediate,73,CR000025,2025-04-16T17:02:32,0.767,0.379,0.059,0.707,0.58,0.318
RL002035,Swift developers be like,POV: debugging Swift at 2am,When your Swift code works on the first try but you have no idea why. Every developer knows this feeling.,,Terminal window running Swift commands,Hindi-English,0.92,Swift,,,Software Engineering,programming_meme,Entertainment,Beginner,23,CR000017,2025-01-03T13:47:03,0.428,0.403,0.27,0.281,0.333,0.932
RL002036,How Database Indexes Speed Up Queries,Learn how database indexes speed up queries in under a minute,"Ee video lo manam Rust gurinchi chuddam. First, rust basics, then a quick example with real code.",let mut v: Vec<i32> = Vec::new();,Split-screen code and output comparison,Telugu-English,0.89,Rust|Ruby|SQL,AWS,Express.js,Mobile Development,tech_educational,Learning,Intermediate,77,CR000062,2025-02-28T16:38:15,0.619,0.349,0.729,0.458,0.569,0.248
RL002037,C# explained simply,Learn c# explained simply in under a minute,"Let's break down the basics of C# step by step, starting from what it actually is.",// C# example,Laptop screen showing C# code in an IDE,English,0.75,C#,,,Networking,tech_educational,Project Help,Beginner,13,CR000084,2025-11-09T05:59:42,0.734,0.178,0.812,0.427,0.528,0.343
RL002038,Kotlin explained simply,Learn kotlin explained simply in under a minute,"Let's break down the basics of Kotlin step by step, starting from what it actually is.",// Kotlin example,Whiteboard diagram explaining system architecture,English,0.85,Kotlin,,PyTorch,Blockchain,tech_educational,Interview Preparation,Beginner,46,CR000017,2025-07-15T01:28:58,0.465,0.567,0.708,0.564,0.342,0.394
RL002039,Designing a Scalable Backend API: From Code to Cloud,Learn designing a scalable backend api: from code to cloud in under a minute,"Ee video alli navu TypeScript bagge nodona. First, typescript basics, then a quick example with real code.",,Laptop screen showing TypeScript code in an IDE,Kannada-English,0.97,TypeScript,,,Frontend,tech_educational,Curiosity,Intermediate,75,CR000009,2025-09-21T21:59:21,0.616,0.147,0.578,0.629,0.588,0.195
RL002040,Why Rust's Ownership Model Prevents Memory Bugs,Learn why rust's ownership model prevents memory bugs in under a minute,"Let's break down the basics of Data Structures step by step, starting from what it actually is.",,Person explaining AWS architecture using a whiteboard,English,0.86,,,,Blockchain,tech_educational,Curiosity,Beginner,68,CR000034,2025-06-18T23:52:29,0.776,0.131,0.724,0.552,0.544,0.29
RL002041,Java developers be like,POV: debugging Java at 2am,When your Java code works on the first try but you have no idea why. Every developer knows this feeling.,public static void main(String[] args),Whiteboard diagram explaining system architecture,English,0.92,Java,,,Software Engineering,programming_meme,Entertainment,Intermediate,72,CR000091,2025-06-23T11:58:31,0.362,0.431,0.059,0.039,0.238,0.863
RL002042,Football moment that broke the internet,Football content - just for laughs,"If you're preparing for placements, don't just memorize Concurrency answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.84,,,,Football,entertainment,Entertainment,Intermediate,32,CR000072,2025-02-09T21:26:50,0.335,0.51,0.241,0.086,0.364,0.763
RL002043,C# developers be like,POV: debugging C# at 2am,When your C# code works on the first try but you have no idea why. Every developer knows this feeling.,// C# example,Whiteboard diagram explaining system architecture,English,0.97,C#,,,Software Engineering,programming_meme,Entertainment,Beginner,18,CR000092,2025-04-10T18:42:38,0.601,0.291,0.155,0.298,0.638,0.875
RL002044,Coding Interviews,Coding Interviews - what nobody tells you,"If you're preparing for placements, don't just memorize REST answers - understand how it actually works under the hood.",,Cybersecurity terminal showing network commands,English,0.84,,,,Career,career,Interview Preparation,Intermediate,83,CR000037,2025-11-03T04:55:15,0.826,0.334,0.086,0.734,0.781,0.219
RL002045,Cloud News update (2025),Latest in Cloud News,"If you're preparing for placements, don't just memorize Kotlin answers - understand how it actually works under the hood.",// Kotlin example,Laptop screen showing Kotlin code in an IDE,English,0.91,Kotlin,MongoDB|Azure,,Technology News,tech_news,News,Intermediate,54,CR000016,2025-03-30T01:45:29,0.592,0.104,0.167,0.166,0.445,0.366
RL002046,Memes moment that broke the internet,Memes content - just for laughs,"Ee video alli navu OOP bagge nodona. First, oop basics, then a quick example with real code.",,Funny reaction clip with captions,Kannada-English,0.93,,,,Memes,entertainment,Humor,Beginner,34,CR000004,2025-11-04T12:19:45,0.573,0.359,0.159,0.198,0.355,0.813
RL002047,Algorithms explained simply,Learn algorithms explained simply in under a minute,"If you're preparing for placements, don't just memorize Blockchain answers - understand how it actually works under the hood.",,Neural network diagram with labeled layers,English,0.98,,,,Blockchain,tech_educational,Interview Preparation,Intermediate,24,CR000007,2025-02-14T21:30:13,0.824,0.019,0.82,0.488,0.709,0.188
RL002048,Scala developers be like,POV: debugging Scala at 2am,When your Scala code works on the first try but you have no idea why. Every developer knows this feeling.,// Scala example,Terminal window running Scala commands,Hindi-English,0.97,Scala,,,Software Engineering,programming_meme,Entertainment,Intermediate,82,CR000063,2025-01-18T11:46:04,0.147,0.132,0.042,0.202,0.146,0.784
RL002049,5 tools that will REPLACE every programmer by 2027,5 tools that will REPLACE every programmer by 2027,Learn EVERYTHING about coding in 24 hours!,,Cybersecurity terminal showing network commands,English,0.8,,,,Career,hype,Motivation,Beginner,23,CR000058,2025-05-02T05:53:05,0.322,0.906,0.201,0.257,0.273,0.223
RL002050,Career Roadmaps,Career Roadmaps - what nobody tells you,"If you're preparing for placements, don't just memorize TypeScript answers - understand how it actually works under the hood.",,Split-screen code and output comparison,English,0.8,TypeScript|Dart|Rust,,,Career,career,Interview Preparation,Intermediate,57,CR000003,2025-06-09T16:00:37,0.768,0.099,0.324,0.759,0.653,0.189
RL002051,Hardware Launches update (2025),Latest in Hardware Launches,"Here's how Dart behaves at scale, and the trade-offs engineers make in production systems.",// Dart example,Laptop screen showing Dart code in an IDE,English,0.94,Dart|Python,PostgreSQL|GraphQL,,Technology News,tech_news,News,Advanced,90,CR000024,2025-07-29T05:39:49,0.263,0.295,0.077,0.08,0.211,0.303
RL002052,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Hardware step by step, starting from what it actually is.",,Dance/lipsync trend clip,Malayalam,0.86,,,,Celebrity Fiction,entertainment,Entertainment,Beginner,62,CR000098,2025-04-12T12:41:08,0.72,0.349,0.326,0.099,0.595,0.82
RL002053,Placement Prep,Placement Prep - what nobody tells you,"Here's how Networking behaves at scale, and the trade-offs engineers make in production systems.",,Two laptops side by side for a spec comparison,English,0.89,,,,Career,career,Motivation,Advanced,12,CR000056,2025-06-06T05:40:24,0.341,0.49,0.0,0.764,0.457,0.211
RL002054,Designing a Scalable Backend API: From Code to Cloud,Learn designing a scalable backend api: from code to cloud in under a minute,"Let's break down the basics of Rust step by step, starting from what it actually is.",// PHP example,Split-screen code and output comparison,Telugu,0.77,Rust|PHP,Git,,Cloud,tech_educational,Project Help,Beginner,41,CR000045,2025-03-12T09:59:01,0.501,0.116,0.417,0.593,0.468,0.122
RL002055,Movies moment that broke the internet,Movies content - just for laughs,"Ee video alli navu OOP bagge nodona. First, oop basics, then a quick example with real code.",,Dance/lipsync trend clip,Kannada-English,0.92,,,,Movies,entertainment,Humor,Intermediate,36,CR000072,2025-11-03T12:39:56,0.454,0.316,0.241,0.158,0.291,0.724
RL002056,Ruby developers be like,POV: debugging Ruby at 2am,When your Ruby code works on the first try but you have no idea why. Every developer knows this feeling.,// Ruby example,Whiteboard diagram explaining system architecture,English,0.99,Ruby,,,Software Engineering,programming_meme,Entertainment,Intermediate,78,CR000095,2025-11-10T05:02:09,0.65,0.553,0.228,0.12,0.61,0.918
RL002057,Rust explained simply,Learn rust explained simply in under a minute,"If you're preparing for placements, don't just memorize Rust answers - understand how it actually works under the hood.",,Split-screen code and output comparison,English,0.89,Rust,,,Hardware,tech_educational,Project Help,Intermediate,30,CR000044,2025-07-09T20:30:58,0.59,0.31,0.718,0.445,0.478,0.182
RL002058,Scala developers be like,POV: debugging Scala at 2am,When your Scala code works on the first try but you have no idea why. Every developer knows this feeling.,,Split-screen code and output comparison,English,0.8,Scala,,,Software Engineering,programming_meme,Entertainment,Beginner,47,CR000010,2025-02-04T16:19:31,0.398,0.488,0.264,0.15,0.324,0.925
RL002059,PHP explained simply,Learn php explained simply in under a minute,"Ee video lo manam PHP gurinchi chuddam. First, php basics, then a quick example with real code.",,Laptop screen showing PHP code in an IDE,Telugu-English,0.94,PHP|Go,,Ktor,DevOps,tech_educational,Curiosity,Advanced,59,CR000087,2025-02-14T15:42:18,0.699,0.277,0.699,0.421,0.489,0.205
RL002060,Programming developers be like,POV: debugging Programming at 2am,When your Microservices code works on the first try but you have no idea why. Every developer knows this feeling.,,Cybersecurity terminal showing network commands,English,0.88,,,,Software Engineering,programming_meme,Entertainment,Beginner,8,CR000040,2025-04-30T13:04:07,0.615,0.337,0.159,0.0,0.493,0.706
