session_id,user_id,session_theme,start_time,end_time,reel_count,total_watch_seconds
SESS003182,U000072,ai_python,2025-05-12T04:06:50,2025-05-12T04:11:15,6,202.5
SESS003183,U000072,dsa_java_interview,2025-05-15T07:18:56,2025-05-15T07:20:37,5,70.9
SESS003184,U000073,mixed_scroll,2025-02-02T03:11:02,2025-02-02T03:14:44,9,126.5
SESS003185,U000073,mixed_scroll,2025-05-23T18:18:20,2025-05-23T18:23:10,11,148.2
SESS003186,U000073,entertainment_heavy,2025-01-16T15:54:46,2025-01-16T15:59:04,9,138.6
SESS003187,U000073,backend_cloud,2025-07-27T18:57:52,2025-07-27T19:01:46,9,168.8
SESS003188,U000073,entertainment_heavy,2025-06-08T08:55:48,2025-06-08T08:58:14,4,111.1
SESS003189,U000073,gaming_hardware,2025-08-22T23:34:49,2025-08-22T23:39:00,7,162.0
SESS003190,U000073,mixed_scroll,2025-05-18T12:40:14,2025-05-18T12:42:40,4,118.4
SESS003191,U000073,gaming_hardware,2025-11-14T03:33:03,2025-11-14T03:36:31,9,98.5
SESS003192,U000074,dsa_java_interview,2025-07-01T07:03:32,2025-07-01T07:04:34,3,24.4
SESS003193,U000074,cybersecurity,2025-04-01T13:50:52,2025-04-01T13:56:42,12,214.6
SESS003194,U000074,cybersecurity,2025-05-04T13:30:46,2025-05-04T13:33:25,5,95.4
SESS003195,U000075,gaming_hardware,2025-03-21T12:24:37,2025-03-21T12:27:09,7,74.4
SESS003196,U000075,mixed_scroll,2025-07-12T20:59:34,2025-07-12T21:04:22,10,187.4
SESS003197,U000075,entertainment_heavy,2025-11-26T13:19:33,2025-11-26T13:20:47,4,38.7
SESS003198,U000075,dsa_java_interview,2025-08-07T13:24:08,2025-08-07T13:29:11,10,153.3
SESS003199,U000075,backend_cloud,2025-04-04T14:05:31,2025-04-04T14:11:11,11,229.2
SESS003200,U000075,mixed_scroll,2025-05-27T07:49:43,2025-05-27T07:52:23,6,114.4
SESS003201,U000075,cybersecurity,2025-06-04T22:03:58,2025-06-04T22:06:20,4,105.6
SESS003202,U000076,mixed_scroll,2025-06-12T08:55:52,2025-06-12T08:58:50,5,126.9
SESS003203,U000076,entertainment_heavy,2025-11-02T19:21:05,2025-11-02T19:23:52,6,98.2
SESS003204,U000076,backend_cloud,2025-09-09T18:33:30,2025-09-09T18:37:08,9,160.8
SESS003205,U000077,dsa_java_interview,2025-07-01T20:51:29,2025-07-01T20:55:06,7,145.1
SESS003206,U000077,backend_cloud,2025-06-27T08:22:47,2025-06-27T08:27:39,8,203.7
SESS003207,U000077,mixed_scroll,2025-01-05T15:52:48,2025-01-05T15:59:25,10,275.0
SESS003208,U000078,backend_cloud,2025-10-11T17:12:08,2025-10-11T17:15:09,7,124.9
SESS003209,U000078,mixed_scroll,2025-05-07T12:55:25,2025-05-07T12:58:39,6,136.0
SESS003210,U000078,gaming_hardware,2025-10-14T15:25:02,2025-10-14T15:26:37,3,73.7
SESS003211,U000078,cybersecurity,2025-05-09T21:47:17,2025-05-09T21:48:51,4,51.3
SESS003212,U000078,entertainment_heavy,2025-03-09T02:17:29,2025-03-09T02:22:36,9,223.8
SESS003213,U000078,mixed_scroll,2025-03-06T00:05:07,2025-03-06T00:09:17,7,194.7
SESS003214,U000078,ai_python,2025-06-01T08:17:20,2025-06-01T08:21:59,9,160.3
SESS003215,U000079,mixed_scroll,2025-03-19T19:33:11,2025-03-19T19:36:29,8,122.1
SESS003216,U000079,ai_python,2025-10-04T04:30:00,2025-10-04T04:31:43,3,79.8
SESS003217,U000079,gaming_hardware,2025-10-12T09:19:09,2025-10-12T09:24:04,10,206.2
SESS003218,U000079,mixed_scroll,2025-04-07T22:14:22,2025-04-07T22:16:51,4,114.4
SESS003219,U000079,backend_cloud,2025-08-24T09:34:26,2025-08-24T09:37:47,6,161.0
SESS003220,U000079,dsa_java_interview,2025-02-01T00:23:32,2025-02-01T00:25:26,4,71.9
SESS003221,U000080,ai_python,2025-09-27T10:16:41,2025-09-27T10:17:57,3,49.2
SESS003222,U000080,dsa_java_interview,2025-07-10T17:40:47,2025-07-10T17:46:41,11,239.5
SESS003223,U000080,dsa_java_interview,2025-03-23T21:51:01,2025-03-23T21:56:27,11,198.4
SESS003224,U000080,gaming_hardware,2025-03-14T12:26:18,2025-03-14T12:28:42,5,75.2
SESS003225,U000080,mixed_scroll,2025-02-24T05:06:09,2025-02-24T05:10:02,7,171.2
SESS003226,U000080,dsa_java_interview,2025-03-26T11:17:10,2025-03-26T11:18:11,3,36.4
SESS003227,U000081,mixed_scroll,2025-09-19T06:15:38,2025-09-19T06:21:51,10,230.9
SESS003228,U000081,mixed_scroll,2025-03-28T13:41:33,2025-03-28T13:46:20,12,196.2
SESS003229,U000081,backend_cloud,2025-11-15T10:34:21,2025-11-15T10:36:36,5,104.4
SESS003230,U000081,backend_cloud,2025-04-27T15:10:15,2025-04-27T15:15:06,10,177.4
SESS003231,U000081,entertainment_heavy,2025-04-27T00:15:53,2025-04-27T00:21:04,9,243.0
SESS003232,U000082,dsa_java_interview,2025-11-25T04:21:22,2025-11-25T04:25:52,9,153.6
SESS003233,U000082,ai_python,2025-10-12T20:32:40,2025-10-12T20:34:30,5,46.2
SESS003234,U000082,dsa_java_interview,2025-10-13T23:08:41,2025-10-13T23:13:19,12,179.9
SESS003235,U000082,cybersecurity,2025-05-01T15:54:54,2025-05-01T15:59:16,9,143.0
SESS003236,U000082,mixed_scroll,2025-03-13T06:13:11,2025-03-13T06:15:55,6,92.4
SESS003237,U000083,gaming_hardware,2025-01-11T15:35:16,2025-01-11T15:42:11,10,292.3
SESS003238,U000083,backend_cloud,2025-04-23T14:05:41,2025-04-23T14:07:57,5,99.9
SESS003239,U000083,dsa_java_interview,2025-05-14T10:32:25,2025-05-14T10:37:23,9,204.9
SESS003240,U000083,dsa_java_interview,2025-07-06T15:06:23,2025-07-06T15:10:18,9,143.7
SESS003241,U000084,entertainment_heavy,2025-05-24T14:02:02,2025-05-24T14:06:45,10,152.1
SESS003242,U000084,backend_cloud,2025-09-03T07:02:40,2025-09-03T07:04:28,5,32.2
SESS003243,U000084,ai_python,2025-02-28T04:39:17,2025-02-28T04:43:27,10,164.4
SESS003244,U000084,gaming_hardware,2025-11-07T09:20:25,2025-11-07T09:22:12,3,81.0
SESS003245,U000084,ai_python,2025-01-01T18:49:22,2025-01-01T18:52:13,7,108.9
SESS003246,U000084,entertainment_heavy,2025-04-09T23:13:57,2025-04-09T23:14:58,3,37.1
SESS003247,U000084,ai_python,2025-02-20T14:07:55,2025-02-20T14:12:02,8,163.8
SESS003248,U000085,entertainment_heavy,2025-06-02T02:04:58,2025-06-02T02:12:10,12,299.6
SESS003249,U000085,entertainment_heavy,2025-09-06T22:09:58,2025-09-06T22:13:26,6,146.4
SESS003250,U000085,cybersecurity,2025-11-17T11:43:42,2025-11-17T11:45:27,3,74.9
SESS003251,U000085,mixed_scroll,2025-06-09T23:07:38,2025-06-09T23:09:33,5,49.4
SESS003252,U000085,mixed_scroll,2025-04-11T23:05:44,2025-04-11T23:08:14,5,104.0
SESS003253,U000085,cybersecurity,2025-03-12T10:32:31,2025-03-12T10:39:00,10,287.9
SESS003254,U000085,gaming_hardware,2025-11-12T04:27:10,2025-11-12T04:31:23,8,163.4
SESS003255,U000086,entertainment_heavy,2025-04-07T19:44:11,2025-04-07T19:46:29,5,91.2
SESS003256,U000086,cybersecurity,2025-09-10T16:29:23,2025-09-10T16:31:22,3,85.8
SESS003257,U000086,gaming_hardware,2025-03-03T02:19:11,2025-03-03T02:19:58,3,27.7
SESS003258,U000086,backend_cloud,2025-02-20T20:36:04,2025-02-20T20:40:05,8,192.9
SESS003259,U000086,mixed_scroll,2025-09-15T22:54:11,2025-09-15T22:59:30,12,196.0
SESS003260,U000086,backend_cloud,2025-06-23T21:52:16,2025-06-23T21:59:01,12,292.4
SESS003261,U000086,mixed_scroll,2025-07-28T23:26:21,2025-07-28T23:31:58,9,196.6
SESS003262,U000086,entertainment_heavy,2025-10-23T07:25:34,2025-10-23T07:30:11,10,177.2
SESS003263,U000087,entertainment_heavy,2025-05-28T05:51:48,2025-05-28T05:58:33,12,268.4
SESS003264,U000087,mixed_scroll,2025-03-14T15:22:17,2025-03-14T15:25:58,6,167.0
SESS003265,U000087,cybersecurity,2025-04-01T23:57:25,2025-04-02T00:03:02,11,198.5
SESS003266,U000087,gaming_hardware,2025-02-04T00:48:11,2025-02-04T00:55:03,10,268.8
SESS003267,U000087,cybersecurity,2025-02-05T01:35:18,2025-02-05T01:36:50,3,50.1
SESS003268,U000087,dsa_java_interview,2025-02-26T06:49:48,2025-02-26T06:54:34,8,200.5
SESS003269,U000087,cybersecurity,2025-02-20T23:49:14,2025-02-20T23:51:33,3,103.4
SESS003270,U000088,mixed_scroll,2025-06-25T13:07:22,2025-06-25T13:13:26,11,235.2
SESS003271,U000088,cybersecurity,2025-07-04T15:11:06,2025-07-04T15:15:22,9,164.0
SESS003272,U000088,ai_python,2025-04-03T04:29:42,2025-04-03T04:33:11,6,120.8
SESS003273,U000088,gaming_hardware,2025-02-16T21:18:01,2025-02-16T21:22:37,11,167.7
SESS003274,U000088,entertainment_heavy,2025-11-05T22:15:53,2025-11-05T22:21:38,9,251.8
SESS003275,U000088,entertainment_heavy,2025-11-12T09:32:58,2025-11-12T09:38:08,9,162.7
SESS003276,U000088,dsa_java_interview,2025-06-26T07:44:30,2025-06-26T07:49:47,10,209.0
SESS003277,U000088,cybersecurity,2025-01-11T09:43:21,2025-01-11T09:45:50,6,93.9
SESS003278,U000089,dsa_java_interview,2025-07-23T09:22:34,2025-07-23T09:27:30,8,211.9
SESS003279,U000089,gaming_hardware,2025-03-22T19:12:05,2025-03-22T19:16:18,5,179.5
SESS003280,U000089,gaming_hardware,2025-04-22T01:16:17,2025-04-22T01:19:16,7,116.0
SESS003281,U000089,gaming_hardware,2025-04-24T11:44:26,2025-04-24T11:45:49,4,51.1
SESS003282,U000089,gaming_hardware,2025-05-01T05:19:38,2025-05-01T05:22:57,5,142.2
SESS003283,U000089,cybersecurity,2025-03-14T07:01:48,2025-03-14T07:06:21,11,155.3
SESS003284,U000089,backend_cloud,2025-07-24T00:18:45,2025-07-24T00:20:07,3,61.5
SESS003285,U000089,backend_cloud,2025-07-04T11:23:50,2025-07-04T11:28:04,6,220.1
SESS003286,U000090,backend_cloud,2025-11-15T03:53:33,2025-11-15T03:56:56,6,145.1
SESS003287,U000090,mixed_scroll,2025-06-10T15:23:31,2025-06-10T15:27:56,8,185.7
SESS003288,U000090,dsa_java_interview,2025-06-18T12:04:55,2025-06-18T12:08:45,6,164.5
SESS003289,U000090,dsa_java_interview,2025-09-30T01:13:15,2025-09-30T01:19:18,11,247.0
SESS003290,U000090,entertainment_heavy,2025-06-23T00:15:04,2025-06-23T00:19:35,8,182.1
SESS003291,U000090,gaming_hardware,2025-09-10T00:51:54,2025-09-10T00:59:35,11,354.8
SESS003292,U000091,dsa_java_interview,2025-11-24T18:25:43,2025-11-24T18:27:45,5,78.8
SESS003293,U000091,gaming_hardware,2025-07-23T19:23:01,2025-07-23T19:25:05,5,66.4
SESS003294,U000091,cybersecurity,2025-04-18T02:20:05,2025-04-18T02:25:09,11,183.0
SESS003295,U000091,mixed_scroll,2025-03-14T14:29:04,2025-03-14T14:31:25,6,104.6
SESS003296,U000091,dsa_java_interview,2025-05-04T01:29:01,2025-05-04T01:33:01,8,182.3
SESS003297,U000091,entertainment_heavy,2025-09-03T18:34:21,2025-09-03T18:35:50,3,72.9
SESS003298,U000091,mixed_scroll,2025-08-06T18:36:15,2025-08-06T18:42:18,12,225.3
SESS003299,U000092,ai_python,2025-07-14T22:30:56,2025-07-14T22:31:50,3,31.3
SESS003300,U000092,backend_cloud,2025-09-17T10:48:26,2025-09-17T10:54:10,10,207.9
SESS003301,U000092,mixed_scroll,2025-04-05T09:40:07,2025-04-05T09:44:28,9,197.3
SESS003302,U000092,ai_python,2025-07-28T18:50:05,2025-07-28T18:51:39,3,49.1
SESS003303,U000092,mixed_scroll,2025-09-15T06:38:34,2025-09-15T06:42:57,5,186.7
SESS003304,U000093,dsa_java_interview,2025-11-20T14:45:10,2025-11-20T14:48:21,8,118.7
SESS003305,U000093,cybersecurity,2025-11-16T21:22:23,2025-11-16T21:23:47,3,51.8
SESS003306,U000093,dsa_java_interview,2025-05-25T17:35:08,2025-05-25T17:37:44,4,110.1
SESS003307,U000093,ai_python,2025-01-19T04:44:34,2025-01-19T04:48:09,6,131.2
SESS003308,U000093,gaming_hardware,2025-05-26T22:13:32,2025-05-26T22:14:35,3,36.7
SESS003309,U000093,ai_python,2025-07-22T05:43:48,2025-07-22T05:48:27,8,186.8
SESS003310,U000093,backend_cloud,2025-02-03T19:05:03,2025-02-03T19:07:47,5,113.3
SESS003311,U000093,entertainment_heavy,2025-11-11T21:36:58,2025-11-11T21:42:22,7,247.5
SESS003312,U000094,backend_cloud,2025-11-12T02:33:22,2025-11-12T02:39:31,9,269.1
SESS003313,U000094,gaming_hardware,2025-11-15T20:36:25,2025-11-15T20:42:44,11,272.6
SESS003314,U000094,gaming_hardware,2025-03-13T02:46:18,2025-03-13T02:48:55,3,128.6
SESS003315,U000095,backend_cloud,2025-09-02T06:43:55,2025-09-02T06:45:56,5,57.9
SESS003316,U000095,mixed_scroll,2025-03-18T06:40:55,2025-03-18T06:46:05,8,232.7
SESS003317,U000095,cybersecurity,2025-01-07T13:57:56,2025-01-07T13:59:12,3,50.1
SESS003318,U000095,mixed_scroll,2025-11-17T04:50:43,2025-11-17T04:56:44,11,226.4
SESS003319,U000096,mixed_scroll,2025-11-13T01:33:58,2025-11-13T01:38:31,10,168.5
SESS003320,U000096,dsa_java_interview,2025-02-13T03:45:25,2025-02-13T03:49:41,9,132.2
SESS003321,U000096,dsa_java_interview,2025-11-13T14:01:25,2025-11-13T14:05:57,11,195.8
SESS003322,U000097,ai_python,2025-09-06T15:50:49,2025-09-06T15:54:00,6,142.6
SESS003323,U000097,backend_cloud,2025-03-31T18:07:37,2025-03-31T18:13:26,11,212.7
SESS003324,U000097,backend_cloud,2025-04-18T03:58:23,2025-04-18T04:02:34,8,146.4
SESS003325,U000097,mixed_scroll,2025-03-31T04:05:54,2025-03-31T04:07:43,3,63.7
SESS003326,U000097,backend_cloud,2025-08-25T21:21:51,2025-08-25T21:24:13,4,115.7
SESS003327,U000097,ai_python,2025-11-22T18:43:11,2025-11-22T18:47:09,7,148.6
SESS003328,U000098,mixed_scroll,2025-04-14T15:52:04,2025-04-14T15:54:43,7,92.0
SESS003329,U000098,dsa_java_interview,2025-03-14T14:52:16,2025-03-14T14:55:12,6,107.9
SESS003330,U000098,ai_python,2025-05-08T14:26:25,2025-05-08T14:31:02,12,172.0
SESS003331,U000098,entertainment_heavy,2025-04-19T09:23:34,2025-04-19T09:25:02,3,72.9
SESS003332,U000098,gaming_hardware,2025-09-21T17:02:40,2025-09-21T17:04:06,4,48.1
SESS003333,U000098,gaming_hardware,2025-03-28T20:59:39,2025-03-28T21:02:09,5,105.0
SESS003334,U000098,cybersecurity,2025-02-16T19:36:44,2025-02-16T19:38:19,3,59.0
SESS003335,U000099,backend_cloud,2025-08-12T02:12:35,2025-08-12T02:17:00,8,156.7
SESS003336,U000099,entertainment_heavy,2025-02-12T06:56:05,2025-02-12T06:58:42,4,105.4
SESS003337,U000099,entertainment_heavy,2025-01-26T17:47:21,2025-01-26T17:50:30,7,132.3
SESS003338,U000099,entertainment_heavy,2025-01-06T12:31:14,2025-01-06T12:36:36,10,191.2
SESS003339,U000099,gaming_hardware,2025-08-31T05:04:52,2025-08-31T05:07:41,6,114.3
SESS003340,U000099,backend_cloud,2025-02-21T19:45:45,2025-02-21T19:49:12,7,127.2
SESS003341,U000099,backend_cloud,2025-06-29T01:43:03,2025-06-29T01:45:12,4,110.3
SESS003342,U000100,backend_cloud,2025-11-12T08:29:52,2025-11-12T08:33:14,8,125.2
SESS003343,U000100,mixed_scroll,2025-06-27T03:55:11,2025-06-27T03:56:05,3,40.3
SESS003344,U000100,backend_cloud,2025-06-18T05:11:10,2025-06-18T05:17:32,12,256.9
SESS003345,U000100,cybersecurity,2025-06-21T20:46:23,2025-06-21T20:50:44,9,146.5
SESS003346,U000100,entertainment_heavy,2025-04-02T17:12:12,2025-04-02T17:14:14,4,78.4
SESS003347,U000101,entertainment_heavy,2025-07-07T21:29:33,2025-07-07T21:34:39,8,227.5
SESS003348,U000101,backend_cloud,2025-11-28T16:42:12,2025-11-28T16:46:21,6,175.8
SESS003349,U000101,cybersecurity,2025-03-24T16:53:12,2025-03-24T16:57:06,7,148.8
SESS003350,U000101,mixed_scroll,2025-01-03T13:17:27,2025-01-03T13:23:51,10,291.1
SESS003351,U000101,ai_python,2025-05-07T22:32:04,2025-05-07T22:33:13,3,46.1
SESS003352,U000101,ai_python,2025-10-27T09:15:27,2025-10-27T09:19:46,5,199.8
SESS003353,U000101,entertainment_heavy,2025-11-04T14:03:52,2025-11-04T14:10:28,12,243.2
SESS003354,U000102,backend_cloud,2025-06-18T02:31:06,2025-06-18T02:37:07,11,262.6
SESS003355,U000102,ai_python,2025-07-30T11:45:02,2025-07-30T11:49:53,11,159.7
SESS003356,U000102,gaming_hardware,2025-11-10T18:17:30,2025-11-10T18:21:02,7,139.3
SESS003357,U000102,gaming_hardware,2025-03-26T00:05:47,2025-03-26T00:07:06,3,42.7
SESS003358,U000102,gaming_hardware,2025-10-03T06:18:04,2025-10-03T06:25:20,12,291.8
SESS003359,U000102,ai_python,2025-04-10T19:56:45,2025-04-10T19:58:41,3,87.3
SESS003360,U000102,dsa_java_interview,2025-04-06T12:33:16,2025-04-06T12:35:00,3,75.9
SESS003361,U000102,dsa_java_interview,2025-01-13T09:49:11,2025-01-13T09:54:20,11,221.6
SESS003362,U000103,gaming_hardware,2025-05-31T14:44:41,2025-05-31T14:49:21,7,215.5
SESS003363,U000103,gaming_hardware,2025-10-14T07:44:52,2025-10-14T07:50:32,10,236.0
SESS003364,U000103,mixed_scroll,2025-03-10T16:21:16,2025-03-10T16:26:40,11,197.9
SESS003365,U000104,dsa_java_interview,2025-04-25T19:20:12,2025-04-25T19:27:10,12,313.5
SESS003366,U000104,gaming_hardware,2025-09-28T05:01:17,2025-09-28T05:04:31,7,131.2
SESS003367,U000104,entertainment_heavy,2025-04-28T06:20:57,2025-04-28T06:24:21,8,129.4
SESS003368,U000104,gaming_hardware,2025-03-15T01:29:25,2025-03-15T01:32:10,5,107.0
SESS003369,U000104,dsa_java_interview,2025-01-10T13:19:59,2025-01-10T13:23:42,6,172.6
SESS003370,U000105,cybersecurity,2025-02-23T12:55:36,2025-02-23T12:59:40,7,168.7
SESS003371,U000105,cybersecurity,2025-01-01T03:08:36,2025-01-01T03:12:38,10,143.6
SESS003372,U000105,ai_python,2025-06-19T00:15:16,2025-06-19T00:19:16,7,143.1
SESS003373,U000105,backend_cloud,2025-11-14T20:54:34,2025-11-14T20:58:25,7,121.0
SESS003374,U000105,ai_python,2025-06-20T13:17:49,2025-06-20T13:20:12,7,89.6
SESS003375,U000106,cybersecurity,2025-05-25T10:30:02,2025-05-25T10:35:02,8,207.4
SESS003376,U000106,ai_python,2025-01-20T01:53:31,2025-01-20T01:54:19,3,34.5
SESS003377,U000106,gaming_hardware,2025-08-19T08:26:15,2025-08-19T08:29:30,5,127.0
SESS003378,U000106,gaming_hardware,2025-06-07T23:27:37,2025-06-07T23:31:01,6,119.9
SESS003379,U000106,ai_python,2025-01-17T22:29:49,2025-01-17T22:32:50,8,113.0
SESS003380,U000107,entertainment_heavy,2025-08-12T06:12:52,2025-08-12T06:15:42,4,141.7
SESS003381,U000107,backend_cloud,2025-04-22T13:57:36,2025-04-22T13:59:42,3,85.7
SESS003382,U000107,gaming_hardware,2025-07-21T17:50:59,2025-07-21T17:57:24,12,261.2
SESS003383,U000107,entertainment_heavy,2025-01-22T23:41:36,2025-01-22T23:44:02,5,93.9
SESS003384,U000107,ai_python,2025-11-13T03:47:15,2025-11-13T03:48:44,3,67.6
SESS003385,U000107,backend_cloud,2025-09-21T21:16:33,2025-09-21T21:22:40,12,236.1
SESS003386,U000108,mixed_scroll,2025-08-04T19:35:11,2025-08-04T19:39:13,6,184.1
SESS003387,U000108,dsa_java_interview,2025-08-02T07:44:03,2025-08-02T07:49:05,8,198.1
SESS003388,U000108,cybersecurity,2025-03-03T11:53:28,2025-03-03T11:59:03,12,204.4
SESS003389,U000109,gaming_hardware,2025-07-07T18:25:59,2025-07-07T18:31:14,10,209.7
SESS003390,U000109,gaming_hardware,2025-06-22T08:13:42,2025-06-22T08:17:13,6,128.5
SESS003391,U000109,dsa_java_interview,2025-02-20T10:04:16,2025-02-20T10:09:05,7,202.6
SESS003392,U000110,backend_cloud,2025-03-07T18:44:42,2025-03-07T18:47:40,7,136.4
SESS003393,U000110,cybersecurity,2025-07-21T05:50:23,2025-07-21T05:52:43,7,73.0
SESS003394,U000110,ai_python,2025-10-24T06:49:05,2025-10-24T06:52:48,9,121.1
SESS003395,U000110,entertainment_heavy,2025-06-08T16:35:54,2025-06-08T16:40:02,8,172.9
SESS003396,U000110,gaming_hardware,2025-07-26T14:31:39,2025-07-26T14:34:43,6,124.8
SESS003397,U000110,ai_python,2025-05-23T09:07:07,2025-05-23T09:13:54,12,280.4
SESS003398,U000110,dsa_java_interview,2025-10-26T14:08:17,2025-10-26T14:12:32,8,189.8
SESS003399,U000111,cybersecurity,2025-04-26T23:37:15,2025-04-26T23:38:05,3,20.1
SESS003400,U000111,dsa_java_interview,2025-07-28T21:02:01,2025-07-28T21:04:34,5,85.3
SESS003401,U000111,gaming_hardware,2025-04-22T01:15:02,2025-04-22T01:21:09,11,258.5
SESS003402,U000111,cybersecurity,2025-11-20T20:01:08,2025-11-20T20:04:31,9,126.1
SESS003403,U000111,entertainment_heavy,2025-06-05T15:36:03,2025-06-05T15:40:30,7,197.7
SESS003404,U000112,cybersecurity,2025-10-13T14:33:59,2025-10-13T14:39:16,7,232.8
SESS003405,U000112,gaming_hardware,2025-10-19T10:33:52,2025-10-19T10:38:08,8,175.1
SESS003406,U000112,dsa_java_interview,2025-09-09T16:34:21,2025-09-09T16:37:50,7,136.8
SESS003407,U000112,entertainment_heavy,2025-10-27T18:45:50,2025-10-27T18:48:31,8,81.2
SESS003408,U000113,ai_python,2025-05-26T04:53:14,2025-05-26T04:56:14,6,136.3
SESS003409,U000113,gaming_hardware,2025-03-14T03:03:32,2025-03-14T03:06:24,6,111.0
SESS003410,U000113,ai_python,2025-11-24T15:17:06,2025-11-24T15:22:29,11,230.7
SESS003411,U000113,dsa_java_interview,2025-01-29T00:00:01,2025-01-29T00:01:10,3,57.4
SESS003412,U000114,mixed_scroll,2025-08-29T17:49:39,2025-08-29T17:54:51,10,201.0
SESS003413,U000114,mixed_scroll,2025-06-05T15:14:34,2025-06-05T15:15:56,3,59.0
SESS003414,U000114,ai_python,2025-01-17T07:27:05,2025-01-17T07:29:12,4,97.7
SESS003415,U000114,entertainment_heavy,2025-03-23T13:49:36,2025-03-23T13:56:02,12,267.1
SESS003416,U000115,cybersecurity,2025-07-22T04:10:27,2025-07-22T04:16:38,12,265.9
SESS003417,U000115,gaming_hardware,2025-09-15T00:31:49,2025-09-15T00:35:27,7,126.2
SESS003418,U000115,cybersecurity,2025-07-25T15:43:04,2025-07-25T15:47:06,9,143.8
SESS003419,U000115,gaming_hardware,2025-09-29T05:01:42,2025-09-29T05:03:05,3,51.2
SESS003420,U000115,cybersecurity,2025-08-23T20:09:40,2025-08-23T20:14:33,11,177.1
SESS003421,U000115,mixed_scroll,2025-01-11T22:26:37,2025-01-11T22:27:52,3,47.0
SESS003422,U000116,dsa_java_interview,2025-07-21T01:01:15,2025-07-21T01:04:33,8,105.0
SESS003423,U000116,dsa_java_interview,2025-01-25T08:20:53,2025-01-25T08:27:29,10,284.2
SESS003424,U000116,backend_cloud,2025-01-15T04:11:55,2025-01-15T04:17:23,11,189.3
SESS003425,U000116,cybersecurity,2025-05-30T12:37:14,2025-05-30T12:45:41,12,373.5
SESS003426,U000116,mixed_scroll,2025-10-11T11:19:47,2025-10-11T11:22:31,4,122.1
SESS003427,U000116,dsa_java_interview,2025-01-22T03:36:41,2025-01-22T03:43:04,10,291.4
SESS003428,U000117,dsa_java_interview,2025-06-15T15:47:47,2025-06-15T15:51:42,7,157.4
SESS003429,U000117,cybersecurity,2025-03-01T01:34:26,2025-03-01T01:37:24,7,104.2
SESS003430,U000117,gaming_hardware,2025-03-08T17:37:00,2025-03-08T17:42:30,11,204.1
SESS003431,U000118,cybersecurity,2025-06-18T04:49:12,2025-06-18T04:51:16,5,59.7
SESS003432,U000118,gaming_hardware,2025-09-04T02:22:08,2025-09-04T02:27:01,8,227.7
SESS003433,U000118,ai_python,2025-05-11T15:38:17,2025-05-11T15:39:50,3,60.4
SESS003434,U000118,dsa_java_interview,2025-02-09T19:28:09,2025-02-09T19:33:55,12,232.7
SESS003435,U000118,ai_python,2025-04-10T02:07:59,2025-04-10T02:11:23,7,124.9
SESS003436,U000118,backend_cloud,2025-01-20T18:03:33,2025-01-20T18:09:15,11,224.2
SESS003437,U000119,backend_cloud,2025-09-14T03:35:21,2025-09-14T03:40:03,9,178.2
SESS003438,U000119,backend_cloud,2025-08-14T10:44:25,2025-08-14T10:49:52,9,223.4
SESS003439,U000119,mixed_scroll,2025-10-22T14:08:12,2025-10-22T14:09:47,4,48.9
SESS003440,U000119,backend_cloud,2025-03-22T18:32:27,2025-03-22T18:37:09,8,149.1
SESS003441,U000119,entertainment_heavy,2025-03-07T18:29:38,2025-03-07T18:32:27,6,108.3
SESS003442,U000119,gaming_hardware,2025-01-14T01:39:59,2025-01-14T01:46:18,11,233.8
SESS003443,U000119,cybersecurity,2025-08-05T12:21:51,2025-08-05T12:27:02,9,250.7
SESS003444,U000119,ai_python,2025-05-31T09:46:31,2025-05-31T09:48:05,4,57.5
SESS003445,U000120,entertainment_heavy,2025-11-07T07:30:45,2025-11-07T07:34:44,11,138.9
SESS003446,U000120,cybersecurity,2025-09-11T02:35:39,2025-09-11T02:42:10,12,244.2
SESS003447,U000120,cybersecurity,2025-08-16T00:35:28,2025-08-16T00:39:04,7,148.5
SESS003448,U000120,cybersecurity,2025-06-07T10:12:59,2025-06-07T10:18:06,9,208.7
SESS003449,U000120,cybersecurity,2025-08-18T06:35:44,2025-08-18T06:41:26,11,212.5
SESS003450,U000120,ai_python,2025-11-04T21:06:14,2025-11-04T21:12:07,10,227.0
SESS003451,U000120,backend_cloud,2025-09-03T16:37:25,2025-09-03T16:41:10,8,149.7
SESS003452,U000120,cybersecurity,2025-04-30T23:32:44,2025-04-30T23:34:27,5,51.5
SESS003453,U000121,ai_python,2025-08-04T13:12:13,2025-08-04T13:17:08,10,184.7
SESS003454,U000121,backend_cloud,2025-06-16T14:35:01,2025-06-16T14:38:27,8,128.9
SESS003455,U000121,cybersecurity,2025-09-13T00:51:31,2025-09-13T00:53:05,4,71.7
SESS003456,U000121,entertainment_heavy,2025-07-13T00:47:14,2025-07-13T00:50:47,7,131.1
SESS003457,U000122,mixed_scroll,2025-08-26T10:49:55,2025-08-26T10:55:54,12,222.7
SESS003458,U000122,ai_python,2025-01-06T21:45:24,2025-01-06T21:48:17,5,124.4
SESS003459,U000122,gaming_hardware,2025-11-13T09:57:13,2025-11-13T09:58:52,3,73.5
SESS003460,U000122,gaming_hardware,2025-11-26T05:08:25,2025-11-26T05:12:17,7,161.8
SESS003461,U000122,mixed_scroll,2025-04-07T18:45:13,2025-04-07T18:48:21,5,134.7
SESS003462,U000122,backend_cloud,2025-05-27T02:12:26,2025-05-27T02:20:46,11,354.3
