reel_id,title,caption,transcript,ocr_text,visual_description,content_language,language_confidence,programming_languages,technologies,frameworks,topics,category,intent,difficulty,duration_seconds,creator_id,created_at,quality_score,hype_score,learning_value,career_value,practical_value,entertainment_value
CAND000458,Resume Tips,Resume Tips - what nobody tells you,"Ee video alli navu TypeScript bagge nodona. First, typescript basics, then a quick example with real code.",// TypeScript example,Split-screen code and output comparison,Kannada-English,0.9,TypeScript,,,Career,career,Motivation,Intermediate,59,CR000061,2025-08-17T04:21:43,0.799,0.135,0.235,0.665,0.639,0.292
CAND000459,JavaScript developers be like,POV: debugging JavaScript at 2am,When your JavaScript code works on the first try but you have no idea why. Every developer knows this feeling.,,Terminal window running JavaScript commands,English,0.86,JavaScript,,,Software Engineering,programming_meme,Entertainment,Advanced,48,CR000021,2025-01-03T21:54:13,0.605,0.153,0.233,0.084,0.499,0.855
CAND000460,10 AI tools that will GUARANTEE you a job in 2027!!!,10 AI tools that will GUARANTEE you a job in 2027!!!,You NEED to learn this or you'll be jobless by 2027,,Two laptops side by side for a spec comparison,Kannada-English,0.9,,,,AI/ML,hype,Promotion,Beginner,17,CR000039,2025-06-07T10:47:44,0.822,0.528,0.183,0.201,0.593,0.238
CAND000461,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,Become an AI Engineer in just 7 days - no experience needed!,,Neural network diagram with labeled layers,English,0.9,,,,AI/ML,hype,Promotion,Beginner,43,CR000029,2025-08-23T22:40:07,0.309,0.635,0.094,0.158,0.39,0.134
CAND000462,How Kubernetes Schedules Pods,Learn how kubernetes schedules pods in under a minute,"Let's break down the basics of Swift step by step, starting from what it actually is.",// Swift example,Whiteboard diagram explaining system architecture,English,0.81,Swift,Git,,AI/ML,tech_educational,Project Help,Beginner,28,CR000094,2025-02-01T18:09:16,0.613,0.154,0.599,0.585,0.554,0.136
CAND000463,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Cybersecurity terminal showing network commands,English,0.94,,,,AI/ML,hype,Promotion,Advanced,32,CR000091,2025-04-14T17:11:48,0.485,0.667,0.214,0.199,0.273,0.249
CAND000464,Technical Interviews,Technical Interviews - what nobody tells you,"Ee video alli navu C++ bagge nodona. First, c++ basics, then a quick example with real code.","int main() { std::cout << ""hi""; }",Whiteboard diagram explaining system architecture,Kannada-English,0.8,C++|Java,,,Career,career,Motivation,Intermediate,55,CR000064,2025-08-14T19:47:20,0.942,0.261,0.217,0.627,0.727,0.184
CAND000465,Databases explained simply,Learn databases explained simply in under a minute,"Indha video la naam Microservices pathi parkalam. First, microservices basics, then a quick example with real code.",,Neural network diagram with labeled layers,Tamil-English,0.94,,Redis,,Software Engineering,tech_educational,Interview Preparation,Advanced,86,CR000040,2025-07-18T13:14:14,0.575,0.253,0.7,0.451,0.566,0.346
CAND000466,Memory Management explained simply,Learn memory management explained simply in under a minute,"Ee video lo manam Mobile Development gurinchi chuddam. First, mobile development basics, then a quick example with real code.",,Neural network diagram with labeled layers,Telugu-English,0.84,,,Laravel,Deep Learning,tech_educational,Project Help,Advanced,26,CR000053,2025-04-14T03:02:28,0.47,0.154,0.475,0.534,0.325,0.253
CAND000467,Java explained simply,Learn java explained simply in under a minute,"If you're preparing for placements, don't just memorize Java answers - understand how it actually works under the hood.",public static void main(String[] args),Laptop screen showing Java code in an IDE,English,0.9,Java|Go,,,Mobile Development,tech_educational,Interview Preparation,Intermediate,35,CR000007,2025-05-26T16:46:54,0.647,0.141,0.698,0.621,0.466,0.11
CAND000468,Scala developers be like,POV: debugging Scala at 2am,When your Scala code works on the first try but you have no idea why. Every developer knows this feeling.,// Scala example,Split-screen code and output comparison,English,0.77,Scala,,,Software Engineering,programming_meme,Entertainment,Beginner,25,CR000050,2025-10-26T12:06:50,0.754,0.392,0.087,0.223,0.636,0.948
CAND000469,Rust explained simply,Learn rust explained simply in under a minute,"Let's break down the basics of Rust step by step, starting from what it actually is.",let mut v: Vec<i32> = Vec::new();,Split-screen code and output comparison,English,0.98,Rust,AWS|Nginx,,Hardware,tech_educational,Project Help,Beginner,71,CR000041,2025-07-26T10:31:46,0.677,0.61,0.664,0.46,0.382,0.286
CAND000470,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,You NEED to learn this or you'll be jobless by 2027,,Gaming setup with GPU comparison on screen,Tamil-English,0.86,,,,AI/ML,hype,Promotion,Beginner,62,CR000045,2025-03-02T15:15:38,0.268,0.72,0.25,0.26,0.261,0.4
CAND000471,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Two laptops side by side for a spec comparison,Tamil,0.87,,,,AI/ML,hype,Motivation,Beginner,14,CR000073,2025-01-31T23:53:23,0.593,0.73,0.267,0.294,0.471,0.351
CAND000472,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Gaming setup with GPU comparison on screen,Kannada-English,0.9,,,,Career,hype,Motivation,Advanced,64,CR000003,2025-10-14T18:22:37,0.449,0.507,0.223,0.176,0.409,0.166
CAND000473,Programming developers be like,POV: debugging Programming at 2am,When your Web Development code works on the first try but you have no idea why. Every developer knows this feeling.,,Neural network diagram with labeled layers,Kannada-English,0.76,,,,Software Engineering,programming_meme,Entertainment,Intermediate,12,CR000072,2025-11-06T05:28:22,0.578,0.088,0.235,0.028,0.449,0.83
CAND000474,AI News update (2025),Latest in AI News,"If you're preparing for placements, don't just memorize JavaScript answers - understand how it actually works under the hood.",SELECT * FROM students;,Laptop screen showing JavaScript code in an IDE,English,0.98,JavaScript|SQL,Nginx|GCP,,Technology News,tech_news,News,Intermediate,48,CR000018,2025-08-06T20:34:06,0.234,0.26,0.308,0.082,0.178,0.202
CAND000475,C# developers be like,POV: debugging C# at 2am,When your C# code works on the first try but you have no idea why. Every developer knows this feeling.,// C# example,Terminal window running C# commands,Hindi,0.77,C#,,,Software Engineering,programming_meme,Entertainment,Beginner,85,CR000089,2025-08-26T15:34:57,0.559,0.359,0.404,0.037,0.432,0.864
CAND000476,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,Top secret AI trick recruiters don't want you to know,,Neural network diagram with labeled layers,Kannada,0.95,,,,Career,hype,Motivation,Intermediate,28,CR000037,2025-09-16T18:48:24,0.159,0.96,0.242,0.174,0.015,0.287
CAND000477,Resume Tips,Resume Tips - what nobody tells you,"If you're preparing for placements, don't just memorize PHP answers - understand how it actually works under the hood.",public static void main(String[] args),Terminal window running PHP commands,English,0.9,PHP|Java,,,Career,career,Interview Preparation,Intermediate,20,CR000014,2025-09-25T19:13:10,0.867,0.499,0.225,0.763,0.527,0.231
CAND000478,SQL explained simply,Learn sql explained simply in under a minute,"Let's break down the basics of SQL step by step, starting from what it actually is.",SELECT * FROM students;,Split-screen code and output comparison,English,0.77,SQL,Redis|Nginx,,DevOps,tech_educational,Curiosity,Beginner,68,CR000070,2025-07-23T14:55:02,0.824,0.403,0.816,0.399,0.761,0.325
CAND000479,JavaScript explained simply,Learn javascript explained simply in under a minute,"If you're preparing for placements, don't just memorize JavaScript answers - understand how it actually works under the hood.",,Laptop screen showing JavaScript code in an IDE,English,0.89,JavaScript,,,AI/ML,tech_educational,Learning,Intermediate,64,CR000022,2025-11-10T01:22:23,0.746,0.254,0.675,0.494,0.566,0.344
CAND000480,REST vs GraphQL: What to Use When,Learn rest vs graphql: what to use when in under a minute,"Ee video alli navu R bagge nodona. First, r basics, then a quick example with real code.",,Split-screen code and output comparison,Kannada-English,0.95,R,,,Cloud,tech_educational,Learning,Beginner,52,CR000026,2025-03-07T22:33:50,0.777,0.394,0.865,0.51,0.565,0.187
CAND000481,Cybersecurity News update (2025),Latest in Cybersecurity News,"Aaj hum dekhenge ki PHP kaise kaam karta hai. First, php basics, then a quick example with real code.",// PHP example,Terminal window running PHP commands,Hindi-English,0.93,PHP,AWS|PostgreSQL,,Technology News,tech_news,News,Beginner,77,CR000040,2025-06-23T05:31:11,0.451,0.492,0.214,0.229,0.396,0.267
CAND000482,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,You NEED to learn this or you'll be jobless by 2026,,Two laptops side by side for a spec comparison,Tamil-English,0.88,,,,AI/ML,hype,Motivation,Beginner,67,CR000056,2025-06-08T03:39:31,0.198,0.883,0.226,0.192,0.117,0.204
CAND000483,Football moment that broke the internet,Football content - just for laughs,"Ee video alli navu Generative AI bagge nodona. First, generative ai basics, then a quick example with real code.",,Movie clip montage with trending audio,Kannada-English,0.77,,,,Football,entertainment,Entertainment,Intermediate,67,CR000084,2025-07-18T16:22:23,0.421,0.414,0.295,0.184,0.12,0.872
CAND000484,Explaining Consistent Hashing,Learn explaining consistent hashing in under a minute,"Let's break down the basics of C step by step, starting from what it actually is.",public static void main(String[] args),Laptop screen showing C code in an IDE,Bengali,0.89,C|Java,Docker,,Backend,tech_educational,Interview Preparation,Beginner,33,CR000059,2025-07-24T13:41:14,0.829,0.501,0.853,0.456,0.718,0.267
CAND000485,Scala explained simply,Learn scala explained simply in under a minute,"If you're preparing for placements, don't just memorize Scala answers - understand how it actually works under the hood.",,Terminal window running Scala commands,Kannada,0.79,Scala,Nginx|Azure,PyTorch,Software Engineering,tech_educational,Curiosity,Intermediate,89,CR000011,2025-09-22T02:34:38,0.712,0.207,0.691,0.491,0.658,0.26
CAND000486,APIs explained simply,Learn apis explained simply in under a minute,"Aaj hum dekhenge ki Microservices kaise kaam karta hai. First, microservices basics, then a quick example with real code.",,Gaming setup with GPU comparison on screen,Hindi-English,0.95,,,Flask,Career,tech_educational,Curiosity,Intermediate,21,CR000076,2025-10-04T01:12:47,0.824,0.253,0.749,0.517,0.544,0.224
CAND000487,Programming developers be like,POV: debugging Programming at 2am,When your Deep Learning code works on the first try but you have no idea why. Every developer knows this feeling.,,Cybersecurity terminal showing network commands,English,0.91,,,,Software Engineering,programming_meme,Entertainment,Intermediate,77,CR000011,2025-05-12T11:34:04,0.596,0.391,0.133,0.053,0.5,0.835
CAND000488,C explained simply,Learn c explained simply in under a minute,"Let's break down the basics of C step by step, starting from what it actually is.",// C example,Terminal window running C commands,English,0.98,C,Docker|Kafka,,Frontend,tech_educational,Learning,Beginner,34,CR000034,2025-04-23T06:46:44,0.747,0.311,0.854,0.417,0.551,0.325
CAND000489,Gaming moment that broke the internet,Gaming content - just for laughs,"Ee video alli navu Mobile Development bagge nodona. First, mobile development basics, then a quick example with real code.",,Movie clip montage with trending audio,Kannada-English,0.78,,,,Gaming,entertainment,Entertainment,Intermediate,83,CR000015,2025-07-23T14:40:24,0.625,0.069,0.083,0.098,0.612,0.828
CAND000490,Caching explained simply,Learn caching explained simply in under a minute,"Here's how Design Patterns behaves at scale, and the trade-offs engineers make in production systems.",,Neural network diagram with labeled layers,English,0.82,,Elasticsearch|Kafka,,Mobile Development,tech_educational,Interview Preparation,Advanced,89,CR000017,2025-09-26T19:12:46,0.868,0.152,0.987,0.422,0.761,0.198
CAND000491,Cybersecurity News update (2026),Latest in Cybersecurity News,"Let's break down the basics of SQL step by step, starting from what it actually is.",SELECT * FROM students;,Laptop screen showing SQL code in an IDE,Hindi,0.9,SQL,GraphQL|Docker,,Technology News,tech_news,News,Beginner,73,CR000085,2025-09-22T17:11:00,0.434,0.543,0.092,0.135,0.315,0.333
CAND000492,TypeScript explained simply,Learn typescript explained simply in under a minute,"Ee video lo manam TypeScript gurinchi chuddam. First, typescript basics, then a quick example with real code.",// TypeScript example,Whiteboard diagram explaining system architecture,Telugu-English,0.76,TypeScript|Swift,Kubernetes,Ktor,Generative AI,tech_educational,Learning,Intermediate,66,CR000027,2025-06-24T15:54:19,0.288,0.177,0.171,0.474,0.163,0.312
CAND000493,Placement Prep,Placement Prep - what nobody tells you,"If you're preparing for placements, don't just memorize Ruby answers - understand how it actually works under the hood.",SELECT * FROM students;,Whiteboard diagram explaining system architecture,English,0.81,Ruby|SQL,,,Career,career,Interview Preparation,Intermediate,80,CR000066,2025-11-08T08:51:59,0.788,0.098,0.17,0.629,0.578,0.354
CAND000494,Software Engineering Careers,Software Engineering Careers - what nobody tells you,"Let's break down the basics of C++ step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,English,0.9,C++,,,Career,career,Motivation,Beginner,29,CR000053,2025-10-07T11:40:02,0.14,0.318,0.103,0.539,0.058,0.247
CAND000495,SQL explained simply,Learn sql explained simply in under a minute,"Let's break down the basics of SQL step by step, starting from what it actually is.",SELECT * FROM students;,Terminal window running SQL commands,Hindi,0.77,SQL|Java,,,Deep Learning,tech_educational,Learning,Beginner,28,CR000029,2025-08-17T20:02:31,0.747,0.396,0.754,0.435,0.6,0.185
CAND000496,"This ONE skill will make you ₹50 LPA, guaranteed!","This ONE skill will make you ₹50 LPA, guaranteed!",Top secret AI trick recruiters don't want you to know,,Two laptops side by side for a spec comparison,English,0.97,,,,Career,hype,Promotion,Beginner,31,CR000053,2025-09-12T07:39:42,0.463,0.898,0.032,0.163,0.295,0.247
CAND000497,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,10 AI tools that will GUARANTEE you a job in 2027!!!,,Neural network diagram with labeled layers,English,0.77,,,,Career,hype,Promotion,Beginner,89,CR000062,2025-03-21T02:25:49,0.192,0.719,0.112,0.17,0.145,0.278
CAND000498,How Database Indexes Speed Up Queries,Learn how database indexes speed up queries in under a minute,"Let's break down the basics of Rust step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,Hindi,0.88,Rust,Linux,Django,Data Science,tech_educational,Interview Preparation,Beginner,20,CR000034,2025-06-11T02:10:07,0.771,0.244,0.775,0.45,0.718,0.309
CAND000499,Programming developers be like,POV: debugging Programming at 2am,When your Microservices code works on the first try but you have no idea why. Every developer knows this feeling.,,Person explaining AWS architecture using a whiteboard,English,0.93,,,,Software Engineering,programming_meme,Entertainment,Intermediate,28,CR000066,2025-10-10T20:02:58,0.672,0.17,0.218,0.134,0.627,0.818
CAND000500,C# explained simply,Learn c# explained simply in under a minute,"Indha video la naam C# pathi parkalam. First, c# basics, then a quick example with real code.",// C# example,Split-screen code and output comparison,Tamil-English,0.78,C#,Elasticsearch,,Cloud,tech_educational,Learning,Intermediate,51,CR000031,2025-02-27T09:11:48,0.539,0.175,0.567,0.513,0.473,0.14
CAND000501,Ruby developers be like,POV: debugging Ruby at 2am,When your Ruby code works on the first try but you have no idea why. Every developer knows this feeling.,// Ruby example,Terminal window running Ruby commands,English,0.82,Ruby,,,Software Engineering,programming_meme,Entertainment,Intermediate,26,CR000085,2025-11-21T03:25:49,0.618,0.362,0.147,0.128,0.513,0.877
CAND000502,Comedy moment that broke the internet,Comedy content - just for laughs,"Indha video la naam Caching pathi parkalam. First, caching basics, then a quick example with real code.",,Funny reaction clip with captions,Tamil-English,0.8,,,,Comedy,entertainment,Humor,Intermediate,27,CR000030,2025-09-18T08:48:55,0.522,0.648,0.222,0.22,0.395,0.988
CAND000503,5 tools that will REPLACE every programmer by 2026,5 tools that will REPLACE every programmer by 2026,You NEED to learn this or you'll be jobless by 2027,,Two laptops side by side for a spec comparison,English,0.81,,,,Career,hype,Motivation,Advanced,51,CR000078,2025-08-12T17:01:18,0.032,0.842,0.179,0.148,0.0,0.245
CAND000504,You NEED to learn this or you'll be jobless by 2027,You NEED to learn this or you'll be jobless by 2027,5 tools that will REPLACE every programmer by 2027,,Gaming setup with GPU comparison on screen,Telugu,0.93,,,,Career,hype,Promotion,Beginner,75,CR000074,2025-10-04T04:02:56,0.424,0.908,0.157,0.207,0.417,0.425
CAND000505,Software Engineering Careers,Software Engineering Careers - what nobody tells you,"Ee video alli navu AI/ML bagge nodona. First, ai/ml basics, then a quick example with real code.",,Person explaining AWS architecture using a whiteboard,Kannada-English,0.89,,,,Career,career,Interview Preparation,Beginner,76,CR000033,2025-06-06T16:43:30,0.514,0.088,0.222,0.779,0.382,0.259
CAND000506,Programming developers be like,POV: debugging Programming at 2am,When your Data Structures code works on the first try but you have no idea why. Every developer knows this feeling.,,Two laptops side by side for a spec comparison,Telugu-English,0.96,,,,Software Engineering,programming_meme,Entertainment,Beginner,31,CR000004,2025-10-10T18:01:58,0.776,0.397,0.298,0.152,0.615,0.855
CAND000507,SQL explained simply,Learn sql explained simply in under a minute,"Aaj hum dekhenge ki SQL kaise kaam karta hai. First, sql basics, then a quick example with real code.",,Terminal window running SQL commands,Hindi-English,0.93,SQL|R,,,Frontend,tech_educational,Learning,Advanced,28,CR000024,2025-02-10T09:47:23,0.537,0.336,0.58,0.47,0.48,0.404
CAND000508,Cricket moment that broke the internet,Cricket content - just for laughs,"Here's how PHP behaves at scale, and the trade-offs engineers make in production systems.",// PHP example,Stadium crowd celebrating a goal/wicket,English,0.91,PHP,,,Cricket,entertainment,Entertainment,Advanced,39,CR000071,2025-07-21T12:07:07,0.203,0.114,0.247,0.139,0.168,0.938
CAND000509,Swift explained simply,Learn swift explained simply in under a minute,"If you're preparing for placements, don't just memorize Swift answers - understand how it actually works under the hood.",,Terminal window running Swift commands,English,0.89,Swift,Elasticsearch|Jenkins,Flask,Deep Learning,tech_educational,Interview Preparation,Intermediate,74,CR000046,2025-09-21T09:16:03,0.247,0.304,0.316,0.517,0.18,0.242
CAND000510,5 tools that will REPLACE every programmer by 2026,5 tools that will REPLACE every programmer by 2026,You NEED to learn this or you'll be jobless by 2027,,Person explaining AWS architecture using a whiteboard,English,0.83,,,,Career,hype,Motivation,Intermediate,66,CR000083,2025-06-12T17:13:40,0.536,0.804,0.168,0.101,0.394,0.198
CAND000511,TypeScript developers be like,POV: debugging TypeScript at 2am,When your TypeScript code works on the first try but you have no idea why. Every developer knows this feeling.,// TypeScript example,Split-screen code and output comparison,Tamil-English,0.76,TypeScript,,,Software Engineering,programming_meme,Entertainment,Intermediate,25,CR000041,2025-08-21T13:44:17,0.232,0.286,0.072,0.208,0.044,0.774
CAND000512,Building a Production ML API,Learn building a production ml api in under a minute,"Indha video la naam Dart pathi parkalam. First, dart basics, then a quick example with real code.",// Dart example,Laptop screen showing Dart code in an IDE,Tamil-English,0.78,Dart,,,DevOps,tech_educational,Interview Preparation,Advanced,84,CR000094,2025-10-27T05:06:33,0.811,0.135,0.816,0.55,0.664,0.155
CAND000513,R explained simply,Learn r explained simply in under a minute,"Let's break down the basics of R step by step, starting from what it actually is.",// R example,Whiteboard diagram explaining system architecture,English,0.88,R,Elasticsearch,Ktor,Generative AI,tech_educational,Curiosity,Beginner,27,CR000059,2025-03-06T07:30:40,0.903,0.041,0.945,0.501,0.755,0.354
CAND000514,Comedy moment that broke the internet,Comedy content - just for laughs,"Indha video la naam Mobile Development pathi parkalam. First, mobile development basics, then a quick example with real code.",,Funny reaction clip with captions,Tamil-English,0.78,,,,Comedy,entertainment,Humor,Intermediate,24,CR000088,2025-07-05T14:07:19,0.656,0.17,0.137,0.123,0.516,0.928
CAND000515,Memes moment that broke the internet,Memes content - just for laughs,"Aaj hum dekhenge ki Databases kaise kaam karta hai. First, databases basics, then a quick example with real code.",,Funny reaction clip with captions,Hindi-English,0.94,,,,Memes,entertainment,Entertainment,Intermediate,35,CR000015,2025-11-23T09:33:56,0.415,0.483,0.337,0.254,0.314,0.763
CAND000516,C# explained simply,Learn c# explained simply in under a minute,"Ee video lo manam C# gurinchi chuddam. First, c# basics, then a quick example with real code.",// C# example,Terminal window running C# commands,Telugu-English,0.75,C#|C|Ruby,Nginx,Laravel,Backend,tech_educational,Project Help,Beginner,39,CR000038,2025-07-26T11:54:44,0.492,0.493,0.498,0.559,0.532,0.269
CAND000517,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"If you're preparing for placements, don't just memorize Caching answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,English,0.92,,,,Celebrity Fiction,entertainment,Entertainment,Intermediate,17,CR000096,2025-02-01T11:14:36,0.351,0.4,0.315,0.127,0.346,0.998
CAND000518,JavaScript developers be like,POV: debugging JavaScript at 2am,When your JavaScript code works on the first try but you have no idea why. Every developer knows this feeling.,,Whiteboard diagram explaining system architecture,English,0.88,JavaScript,,,Software Engineering,programming_meme,Entertainment,Beginner,80,CR000022,2025-11-17T22:22:19,0.588,0.34,0.108,0.329,0.406,0.924
CAND000519,Movies moment that broke the internet,Movies content - just for laughs,"Aaj hum dekhenge ki Go kaise kaam karta hai. First, go basics, then a quick example with real code.","func main() { fmt.Println(""hello"") }",Movie clip montage with trending audio,Hindi-English,0.77,Go,,,Movies,entertainment,Entertainment,Beginner,17,CR000005,2025-07-12T04:32:53,0.318,0.166,0.227,0.182,0.114,0.913
CAND000520,Cybersecurity News update (2025),Latest in Cybersecurity News,"Let's break down the basics of Go step by step, starting from what it actually is.","func main() { fmt.Println(""hello"") }",Laptop screen showing Go code in an IDE,Kannada,0.9,Go,AWS|Nginx,,Technology News,tech_news,News,Beginner,27,CR000059,2025-04-02T02:13:57,0.532,0.342,0.183,0.143,0.475,0.25
CAND000521,System Design: Designing a URL Shortener,Learn system design: designing a url shortener in under a minute,"Let's break down the basics of PHP step by step, starting from what it actually is.",// PHP example,Laptop screen showing PHP code in an IDE,English,0.98,PHP,,Ktor,Backend,tech_educational,Learning,Beginner,24,CR000020,2025-01-12T02:49:15,0.593,0.381,0.542,0.653,0.54,0.248
CAND000522,Developer Tools update (2026),Latest in Developer Tools,"Ee video alli navu JavaScript bagge nodona. First, javascript basics, then a quick example with real code.",,Terminal window running JavaScript commands,Kannada-English,0.92,JavaScript,Jenkins|Git,,Technology News,tech_news,News,Advanced,46,CR000067,2025-09-26T05:00:14,0.381,0.265,0.242,0.133,0.292,0.317
CAND000523,5 tools that will REPLACE every programmer by 2027,5 tools that will REPLACE every programmer by 2027,5 tools that will REPLACE every programmer by 2026,,Gaming setup with GPU comparison on screen,English,0.77,,,,Career,hype,Promotion,Beginner,68,CR000029,2025-07-12T12:51:36,0.665,0.858,0.09,0.065,0.56,0.243
CAND000524,Cybersecurity News update (2026),Latest in Cybersecurity News,"Aaj hum dekhenge ki Kotlin kaise kaam karta hai. First, kotlin basics, then a quick example with real code.",,Whiteboard diagram explaining system architecture,Hindi-English,0.95,Kotlin,Kafka|Git,,Technology News,tech_news,News,Beginner,68,CR000084,2025-08-30T16:05:29,0.351,0.037,0.0,0.079,0.316,0.14
CAND000525,Java developers be like,POV: debugging Java at 2am,When your Java code works on the first try but you have no idea why. Every developer knows this feeling.,public static void main(String[] args),Split-screen code and output comparison,English,0.98,Java,,,Software Engineering,programming_meme,Entertainment,Intermediate,53,CR000084,2025-11-21T00:31:23,0.85,0.292,0.216,0.165,0.643,0.726
CAND000526,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Aaj hum dekhenge ki TypeScript kaise kaam karta hai. First, typescript basics, then a quick example with real code.",,Funny reaction clip with captions,Hindi-English,0.98,TypeScript|Dart,,,Celebrity Fiction,entertainment,Humor,Beginner,67,CR000085,2025-08-10T19:01:14,0.474,0.192,0.265,0.099,0.33,0.882
CAND000527,5 tools that will REPLACE every programmer by 2027,5 tools that will REPLACE every programmer by 2027,10 AI tools that will GUARANTEE you a job in 2026!!!,,Cybersecurity terminal showing network commands,English,0.92,,,,Career,hype,Motivation,Intermediate,32,CR000055,2025-09-21T22:22:32,0.501,0.747,0.125,0.225,0.401,0.186
CAND000528,Caching explained simply,Learn caching explained simply in under a minute,"Indha video la naam Backend pathi parkalam. First, backend basics, then a quick example with real code.",,Neural network diagram with labeled layers,Tamil-English,0.86,,MongoDB|GCP,Spring Boot,Mobile Development,tech_educational,Curiosity,Intermediate,15,CR000040,2025-09-11T06:18:31,0.452,0.161,0.36,0.535,0.465,0.285
CAND000529,Comedy moment that broke the internet,Comedy content - just for laughs,"If you're preparing for placements, don't just memorize Dart answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,Telugu,0.91,Dart,,,Comedy,entertainment,Humor,Intermediate,59,CR000082,2025-02-19T01:06:06,0.722,0.43,0.266,0.072,0.632,1.0
CAND000530,Internship Advice,Internship Advice - what nobody tells you,"If you're preparing for placements, don't just memorize C answers - understand how it actually works under the hood.",// C example,Whiteboard diagram explaining system architecture,English,0.81,C,,,Career,career,Interview Preparation,Intermediate,57,CR000071,2025-01-17T23:14:56,0.471,0.594,0.133,0.783,0.493,0.313
CAND000531,Technical Interviews,Technical Interviews - what nobody tells you,"If you're preparing for placements, don't just memorize C++ answers - understand how it actually works under the hood.",,Whiteboard diagram explaining system architecture,Telugu,0.98,C++|C#,,,Career,career,Career,Intermediate,21,CR000005,2025-11-27T08:39:10,0.293,0.251,0.089,0.731,0.266,0.213
CAND000532,R explained simply,Learn r explained simply in under a minute,"If you're preparing for placements, don't just memorize R answers - understand how it actually works under the hood.",,Terminal window running R commands,English,0.78,R,,Angular,Cybersecurity,tech_educational,Curiosity,Intermediate,86,CR000084,2025-07-12T15:38:12,0.865,0.1,0.834,0.423,0.576,0.293
CAND000533,APIs explained simply,Learn apis explained simply in under a minute,"If you're preparing for placements, don't just memorize HLD answers - understand how it actually works under the hood.",,Two laptops side by side for a spec comparison,English,0.94,,,,Networking,tech_educational,Interview Preparation,Intermediate,52,CR000046,2025-11-28T15:27:38,0.708,0.174,0.728,0.427,0.497,0.268
CAND000534,Music moment that broke the internet,Music content - just for laughs,"Ee video alli navu Concurrency bagge nodona. First, concurrency basics, then a quick example with real code.",,Movie clip montage with trending audio,Kannada-English,0.97,,,,Music,entertainment,Entertainment,Beginner,17,CR000012,2025-10-28T20:55:43,0.729,0.25,0.173,0.089,0.641,0.808
CAND000535,C# explained simply,Learn c# explained simply in under a minute,"Let's break down the basics of C# step by step, starting from what it actually is.",// Kotlin example,Whiteboard diagram explaining system architecture,Kannada,0.77,C#|Kotlin,MongoDB,Ktor,Software Engineering,tech_educational,Learning,Beginner,21,CR000042,2025-09-03T02:24:13,0.61,0.221,0.823,0.623,0.498,0.207
CAND000536,Rust explained simply,Learn rust explained simply in under a minute,"Let's break down the basics of Rust step by step, starting from what it actually is.",let mut v: Vec<i32> = Vec::new();,Laptop screen showing Rust code in an IDE,English,0.92,Rust,,,Cybersecurity,tech_educational,Interview Preparation,Beginner,9,CR000036,2025-02-10T06:00:51,0.801,0.259,0.86,0.523,0.65,0.361
CAND000537,Hardware Launches update (2025),Latest in Hardware Launches,"Let's break down the basics of Rust step by step, starting from what it actually is.",let mut v: Vec<i32> = Vec::new();,Split-screen code and output comparison,English,0.79,Rust,GraphQL|Azure,,Technology News,tech_news,News,Beginner,25,CR000099,2025-01-22T10:14:10,0.524,0.221,0.126,0.168,0.406,0.313
CAND000538,Developer Tools update (2026),Latest in Developer Tools,"Let's break down the basics of Rust step by step, starting from what it actually is.",,Terminal window running Rust commands,English,0.82,Rust|PHP|SQL,PostgreSQL|MongoDB,,Technology News,tech_news,News,Beginner,35,CR000035,2025-08-28T21:52:54,0.596,0.186,0.204,0.068,0.403,0.182
CAND000539,Football moment that broke the internet,Football content - just for laughs,"If you're preparing for placements, don't just memorize Mobile Development answers - understand how it actually works under the hood.",,Funny reaction clip with captions,English,0.78,,,,Football,entertainment,Entertainment,Intermediate,90,CR000088,2025-06-09T23:37:38,0.212,0.459,0.26,0.146,0.204,0.826
CAND000540,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,You NEED to learn this or you'll be jobless by 2026,,Two laptops side by side for a spec comparison,English,0.8,,,,AI/ML,hype,Motivation,Beginner,86,CR000019,2025-03-02T00:36:00,0.229,0.535,0.073,0.313,0.297,0.094
